userid,date,ticker,name,percent
40,2017-07-01,110030,110030,3.06707E-16
40,2017-07-01,160121,160121,0.046019941
40,2017-07-01,270023,270023,0
40,2017-07-01,202302,202302,0.55
40,2017-08-09,020023,020023,0
40,2017-08-09,040020,040020,4.39903E-17
40,2017-08-09,050024,050024,0.45
40,2017-08-09,110022,110022,0
40,2017-08-09,110025,110025,0
40,2017-08-09,460002,460002,4.63365E-17
40,2017-08-09,202302,202302,0.55
41,2017-07-01,040018,040018,0
41,2017-07-01,070012,070012,0.50273074
41,2017-07-01,110022,110022,0
41,2017-07-01,110030,110030,3.8168E-16
41,2017-07-01,160121,160121,0.05726926
41,2017-07-01,270023,270023,0
41,2017-07-01,202302,202302,0.44
41,2017-08-09,020023,020023,0
41,2017-08-09,040020,040020,5.47435E-17
41,2017-08-09,050024,050024,0.56
41,2017-08-09,110022,110022,0
41,2017-08-09,110025,110025,0
41,2017-08-09,460002,460002,5.76632E-17
41,2017-08-09,202302,202302,0.44
42,2017-07-01,040018,040018,0
42,2017-07-01,070012,070012,0.520685409
42,2017-07-01,110022,110022,0
42,2017-07-01,110030,110030,3.95312E-16
42,2017-07-01,160121,160121,0.059314591
42,2017-07-01,270023,270023,0
42,2017-07-01,202302,202302,0.42
42,2017-08-09,020023,020023,0
42,2017-08-09,040020,040020,5.66987E-17
42,2017-08-09,050024,050024,0.58
42,2017-08-09,110022,110022,0
42,2017-08-09,110025,110025,0
42,2017-08-09,460002,460002,5.97226E-17
42,2017-08-09,202302,202302,0.42
43,2017-07-01,040018,040018,0
43,2017-07-01,070012,070012,0.745118775
43,2017-07-01,110022,110022,0
43,2017-07-01,110030,110030,5.65705E-16
43,2017-07-01,160121,160121,0.084881225
43,2017-07-01,270023,270023,0
43,2017-07-01,202302,202302,0.17
43,2017-08-09,020023,020023,0
43,2017-08-09,040020,040020,8.11377E-17
43,2017-08-09,050024,050024,0.83
43,2017-08-09,110022,110022,0
43,2017-08-09,110025,110025,0
43,2017-08-09,460002,460002,8.54651E-17
43,2017-08-09,202302,202302,0.17
44,2017-07-01,040018,040018,0
44,2017-07-01,070012,070012,0.75409611
44,2017-07-01,110022,110022,0
44,2017-07-01,110030,110030,5.72521E-16
44,2017-07-01,160121,160121,0.08590389
44,2017-07-01,270023,270023,0
44,2017-07-01,202302,202302,0.16
44,2017-08-09,020023,020023,0
44,2017-08-09,040020,040020,8.21153E-17
44,2017-08-09,050024,050024,0.84
44,2017-08-09,110022,110022,0
44,2017-08-09,110025,110025,0
44,2017-08-09,460002,460002,8.64948E-17
44,2017-08-09,202302,202302,0.16
45,2017-07-01,040018,040018,0
45,2017-07-01,070012,070012,0.727164106
45,2017-07-01,110022,110022,0
45,2017-07-01,110030,110030,5.52073E-16
45,2017-07-01,160121,160121,0.082835894
45,2017-07-01,270023,270023,0
45,2017-07-01,202302,202302,0.19
45,2017-08-09,020023,020023,0
45,2017-08-09,040020,040020,7.91826E-17
45,2017-08-09,050024,050024,0.81
45,2017-08-09,110022,110022,0
45,2017-08-09,110025,110025,0
45,2017-08-09,460002,460002,8.34057E-17
45,2017-08-09,202302,202302,0.19
46,2017-07-01,202302,202302,1
47,2017-07-01,040018,040018,0
47,2017-07-01,070012,070012,0.574549417
47,2017-07-01,110022,110022,0
47,2017-07-01,110030,110030,4.36206E-16
47,2017-07-01,160121,160121,0.065450583
47,2017-07-01,270023,270023,0
47,2017-07-01,202302,202302,0.36
47,2017-08-09,020023,020023,0
47,2017-08-09,040020,040020,6.2564E-17
47,2017-08-09,050024,050024,0.64
47,2017-08-09,110022,110022,0
47,2017-08-09,110025,110025,0
47,2017-08-09,460002,460002,6.59008E-17
47,2017-08-09,202302,202302,0.36
48,2017-07-01,040018,040018,0
48,2017-07-01,070012,070012,0.736141441
48,2017-07-01,110022,110022,0
48,2017-07-01,110030,110030,5.58889E-16
48,2017-07-01,160121,160121,0.083858559
48,2017-07-01,270023,270023,0
48,2017-07-01,202302,202302,0.18
48,2017-08-09,020023,020023,0
48,2017-08-09,040020,040020,8.01602E-17
48,2017-08-09,050024,050024,0.82
48,2017-08-09,110022,110022,0
48,2017-08-09,110025,110025,0
48,2017-08-09,460002,460002,8.44354E-17
48,2017-08-09,202302,202302,0.18
49,2017-07-01,040018,040018,0
49,2017-07-01,070012,070012,0.547617413
49,2017-07-01,110022,110022,0
