date,中证500,创业板综,S&P 500,MSCI新兴市场,COMEX黄金
20170430,6211.8624,2415.0874,2384.1955,977.9585,1269.5000
20170501,6211.8624,2415.0874,2388.3272,979.7610,1257.4000
20170502,6216.1150,2417.5101,2391.1659,988.1902,1257.8000
20170503,6197.4779,2410.6677,2388.1349,985.7371,1238.5000
20170504,6176.3053,2406.9512,2389.5217,980.0653,1228.4000
20170505,6089.6828,2380.0153,2399.2857,978.2728,1228.4000
20170506,6089.6828,2380.0153,2399.2857,978.2728,1228.4000
20170507,6089.6828,2380.0153,2399.2857,978.2728,1228.4000
20170508,5975.5395,2340.9278,2399.3773,985.1054,1226.2000
20170509,6012.0016,2361.9186,2396.9194,990.6032,1221.3000
20170510,5885.8410,2318.4985,2399.6300,995.0934,1219.1000
20170511,5872.6391,2315.9190,2394.4398,1000.3472,1225.0000
20170512,5863.7832,2315.5138,2390.8972,1002.3744,1227.8000
20170513,5863.7832,2315.5138,2390.8972,1002.3744,1227.8000
20170514,5863.7832,2315.5138,2390.8972,1002.3744,1227.8000
20170515,5893.5075,2323.7464,2402.3203,1010.2326,1230.5000
20170516,6014.7344,2383.1540,2400.6742,1015.0488,1236.8000
20170517,6027.6504,2392.7409,2357.0322,1008.6285,1261.2000
20170518,5976.2998,2379.7487,2365.7240,988.3758,1246.8000
20170519,5974.9772,2369.3795,2381.7267,995.6709,1255.7000
20170520,5974.9772,2369.3795,2381.7267,995.6709,1255.7000
20170521,5974.9772,2369.3795,2381.7267,995.6709,1255.7000
20170522,5888.8127,2328.0048,2394.0241,1003.6556,1260.5000
20170523,5764.8759,2265.1886,2398.4186,1004.4692,1250.8000
20170524,5799.2499,2289.0571,2404.3870,1005.0261,1258.6000
20170525,5850.8006,2296.0915,2415.0657,1014.5485,1258.8000
20170526,5836.9338,2287.7595,2415.8225,1017.0015,1270.1000
20170527,5836.9338,2287.7595,2415.8225,1017.0015,1270.1000
20170528,5836.9338,2287.7595,2415.8225,1017.0015,1270.1000
20170529,5836.9338,2287.7595,2415.8225,1015.1879,1270.4000
20170530,5836.9338,2287.7595,2412.9066,1011.7740,1265.6000
20170531,5824.1042,2281.9809,2411.7973,1005.3255,1271.4000
20170601,5709.9994,2214.9278,2430.0611,1008.4700,1268.3000
20170602,5772.5174,2243.9855,2439.0703,1015.0811,1281.5000
20170603,5772.5174,2243.9855,2439.0703,1015.0811,1281.5000
20170604,5772.5174,2243.9855,2439.0703,1015.0811,1281.5000
20170605,5815.8022,2266.0540,2436.0962,1017.5948,1281.9000
20170606,5841.5232,2272.9189,2429.3273,1015.8856,1296.6000
20170607,5955.0153,2324.7337,2433.1374,1015.7468,1289.5000
20170608,5958.9770,2316.8591,2433.7906,1019.0647,1280.3000
20170609,5969.2741,2317.4108,2431.7724,1018.1859,1268.8000
20170610,5969.2741,2317.4108,2431.7724,1018.1859,1268.8000
20170611,5969.2741,2317.4108,2431.7724,1018.1859,1268.8000
20170612,5902.8551,2277.4153,2429.3913,1008.9230,1267.9000
20170613,5980.0566,2311.6621,2440.3475,1009.7822,1268.5000
20170614,5966.4314,2311.4404,2437.9205,1013.6911,1262.5000
20170615,6021.1651,2347.8280,2432.4591,1003.6431,1255.5000
20170616,6012.9996,2340.2940,2433.1508,1003.1210,1255.2000
20170617,6012.9996,2340.2940,2433.1508,1003.1210,1255.2000
20170618,6012.9996,2340.2940,2433.1508,1003.1210,1255.2000
20170619,6057.4115,2350.3496,2453.4586,1012.9470,1245.1000
20170620,6066.9046,2355.1811,2437.0281,1008.6713,1244.1000
20170621,6078.1925,2358.7840,2435.6117,1006.4676,1247.5000
20170622,5992.3352,2314.4970,2434.4974,1008.8068,1251.2000
20170623,6010.3137,2320.2609,2438.2969,1011.6661,1257.8000
20170624,6010.3137,2320.2609,2438.2969,1011.6661,1257.8000
20170625,6010.3137,2320.2609,2438.2969,1011.6661,1257.8000
20170626,6111.6406,2341.1076,2439.0655,1019.1085,1245.3000
20170627,6113.1658,2341.6559,2419.3759,1016.6755,1247.5000
20170628,6086.2112,2322.5213,2440.6903,1012.1030,1249.4000
20170629,6116.9932,2331.9336,2419.6971,1014.0212,1245.6000
20170630,6138.1556,2337.5955,2423.4089,1010.8002,1241.4000
20170701,6138.1556,2337.5955,2423.4089,1010.8002,1241.4000
20170702,6138.1556,2337.5955,2423.4089,1010.8002,1241.4000
20170703,6177.3953,2362.5514,2429.0149,1014.2411,1219.5000
20170704,6146.8527,2356.9623,2429.0149,1006.7248,1223.0000
20170705,6193.9641,2373.2618,2432.5423,1009.8492,1226.5000
20170706,6201.6535,2375.7241,2409.7498,1006.1602,1224.7000
20170707,6226.0108,2377.8515,2425.1770,1002.4811,1211.9000
20170708,6226.0108,2377.8515,2425.1770,1002.4811,1211.9000
20170709,6226.0108,2377.8515,2425.1770,1002.4811,1211.9000
20170710,6206.5568,2342.3440,2427.4345,1009.2929,1213.7000
20170711,6128.9942,2310.9476,2425.5262,1018.1994,1217.0000
20170712,6132.9922,2312.9173,2443.2512,1029.9014,1219.7000
20170713,6149.9337,2300.0887,2447.8343,1040.7240,1216.7000
20170714,6128.7397,2270.0458,2459.2710,1047.0507,1228.0000
20170715,6128.7397,2270.0458,2459.2710,1047.0507,1228.0000
20170716,6128.7397,2270.0458,2459.2710,1047.0507,1228.0000
20170717,5876.4592,2139.0007,2459.1407,1051.5466,1233.2000
20170718,5938.4342,2151.4774,2460.6104,1053.2257,1241.9000
20170719,6059.3582,2167.4031,2473.8278,1060.1184,1240.9000
20170720,6099.2835,2171.4754,2473.4494,1059.4003,1243.9000
20170721,6126.1083,2168.6489,2472.5359,1060.1782,1261.1000
20170722,6126.1083,2168.6489,2472.5359,1060.1782,1261.1000
20170723,6126.1083,2168.6489,2472.5359,1060.1782,1261.1000
20170724,6167.1282,2173.9410,2469.9119,1064.2683,1261.8000
20170725,6153.5984,2176.3362,2477.1254,1061.6867,1256.1000
20170726,6146.7028,2173.1709,2477.8305,1062.2941,1266.7000
20170727,6184.0207,2248.3471,2475.4209,1068.9500,1265.0000
20170728,6215.4633,2235.0852,2472.0985,1062.9744,1275.6000
20170729,6215.4633,2235.0852,2472.0985,1062.9744,1275.6000
20170730,6215.4633,2235.0852,2472.0985,1062.9744,1275.6000
20170731,6298.0004,2239.6874,2470.3000,1066.2333,1275.4000
20170801,6286.5362,2244.0904,2476.3472,1069.0033,1274.9000
20170802,6251.8627,2219.8050,2477.5681,1069.9721,1272.6000
20170803,6261.9676,2233.8856,2472.1576,1064.0725,1274.4000
20170804,6225.1151,2217.3217,2476.8310,1067.2558,1264.3000
20170805,6225.1151,2217.3217,2476.8310,1067.2558,1264.3000
20170806,6225.1151,2217.3217,2476.8310,1067.2558,1264.3000
20170807,6303.4209,2234.5412,2480.9120,1075.3635,1263.4000
20170808,6303.7160,2260.9100,2474.9188,1078.5269,1266.5000
20170809,6340.0220,2261.8259,2474.0171,1068.9199,1283.2000
20170810,6289.2174,2243.2041,2438.2097,1056.2133,1292.1000
20170811,6161.1903,2227.8868,2441.3202,1042.7980,1295.0000
20170812,6161.1903,2227.8868,2441.3202,1042.7980,1295.0000
20170813,6161.1903,2227.8868,2441.3202,1042.7980,1295.0000
20170814,6292.6418,2289.4561,2465.8358,1053.6530,1287.8000
20170815,6314.7608,2296.9734,2464.6100,1052.5085,1277.0000
20170816,6318.7986,2328.4168,2468.1073,1060.2724,1288.8000
20170817,6366.0340,2341.9986,2430.0079,1063.3252,1293.6000
20170818,6347.7557,2322.8988,2425.5522,1059.5398,1290.1000
20170819,6347.7557,2322.8988,2425.5522,1059.5398,1290.1000
20170820,6347.7557,2322.8988,2425.5522,1059.5398,1290.1000
20170821,6403.7803,2338.2090,2428.3680,1063.6631,1297.4000
20170822,6375.9814,2319.1796,2452.5103,1072.5228,1290.4000
20170823,6322.7819,2315.1625,2444.0432,1075.5986,1296.3000
20170824,6278.5900,2298.4376,2438.9681,1082.4508,1291.5000
20170825,6346.5305,2322.9343,2443.0458,1085.3743,1296.5000
20170826,6346.5305,2322.9343,2443.0458,1085.3743,1296.5000
20170827,6346.5305,2322.9343,2443.0458,1085.3743,1296.5000
20170828,6424.5841,2361.7905,2444.2403,1085.0791,1315.5000
20170829,6408.1567,2349.2004,2446.2955,1081.2305,1314.6000
20170830,6453.4636,2355.4077,2457.5858,1088.0045,1313.8000
20170831,6470.4259,2371.2930,2471.6502,1087.6976,1326.6000
20170901,6526.5046,2393.4123,2476.5524,1091.3602,1330.0000
20170902,6526.5046,2393.4123,2476.5524,1091.3602,1330.0000
20170903,6526.5046,2393.4123,2476.5524,1091.3602,1330.0000
20170904,6564.6804,2418.2161,2476.5524,1083.3377,1339.4000
20170905,6571.8591,2422.1501,2457.8499,1084.9292,1344.9000
20170906,6607.1176,2445.6139,2465.5436,1083.1796,1339.0000
20170907,6558.5963,2434.6781,2465.1021,1090.0976,1354.0000
20170908,6574.1826,2432.9012,2461.4336,1091.1703,1351.0000
20170909,6574.1826,2432.9012,2461.4336,1091.1703,1351.0000
20170910,6574.1826,2432.9012,2461.4336,1091.1703,1351.0000
20170911,6649.6276,2454.4674,2488.1080,1099.1766,1331.7000
20170912,6644.0118,2438.3777,2496.4836,1102.2613,1336.0000
20170913,6684.3798,2447.5916,2498.3708,1099.4600,1327.1000
20170914,6672.1849,2440.1869,2495.6192,1099.8897,1333.6000
20170915,6622.0438,2428.6618,2500.2259,1102.1643,1323.5000
20170916,6622.0438,2428.6618,2500.2259,1102.1643,1323.5000
20170917,6622.0438,2428.6618,2500.2259,1102.1643,1323.5000
20170918,6669.4548,2453.6939,2503.8696,1112.9200,1311.0000
20170919,6636.0201,2441.6843,2506.6479,1109.6304,1314.6000
20170920,6692.4724,2463.8172,2508.2360,1112.0675,1304.5000
20170921,6612.0456,2437.0043,2500.6026,1108.1852,1294.3000
20170922,6572.0096,2432.5982,2502.2222,1102.2535,1300.5000
20170923,6572.0096,2432.5982,2502.2222,1102.2535,1300.5000
20170924,6572.0096,2432.5982,2502.2222,1102.2535,1300.5000
20170925,6489.8441,2404.1863,2496.6606,1088.2640,1314.1000
20170926,6520.7175,2396.3230,2496.8409,1080.1122,1297.2000
20170927,6583.1401,2417.2402,2507.0433,1078.5721,1285.6000
20170928,6567.7915,2410.6825,2510.0620,1072.3811,1289.9000
20170929,6603.2587,2432.0706,2519.3597,1081.7218,1282.5000
20170930,6603.2587,2432.0706,2519.3597,1081.7218,1282.5000
20171001,6603.2587,2432.0706,2519.3597,1081.7218,1282.5000
20171002,6603.2587,2432.0706,2529.1153,1082.9708,1273.5000
20171003,6603.2587,2432.0706,2534.5797,1097.0255,1274.1000
20171004,6603.2587,2432.0706,2537.7412,1101.8403,1277.5000
20171005,6603.2587,2432.0706,2552.0654,1102.7552,1270.6000
20171006,6603.2587,2432.0706,2549.3315,1103.1160,1278.9000
20171007,6603.2587,2432.0706,2549.3315,1103.1160,1278.9000
20171008,6603.2587,2432.0706,2549.3315,1103.1160,1278.9000
20171009,6678.3710,2459.4946,2544.7286,1100.4146,1286.4000
20171010,6705.4812,2496.2979,2550.6424,1112.5247,1290.3000
20171011,6666.4696,2474.5743,2555.2408,1117.3331,1293.9000
20171012,6659.0957,2472.2160,2550.9330,1121.6158,1295.9000
20171013,6709.8164,2495.2887,2553.1694,1125.9142,1306.1000
20171014,6709.8164,2495.2887,2553.1694,1125.9142,1306.1000
20171015,6709.8164,2495.2887,2553.1694,1125.9142,1306.1000
20171016,6619.2056,2427.2692,2557.6397,1131.8242,1297.2000
20171017,6612.9428,2424.5365,2559.3563,1125.6647,1287.0000
20171018,6563.4369,2403.5998,2561.2645,1126.8980,1282.7000
20171019,6501.3999,2393.2547,2562.1038,1116.9134,1291.9000
20171020,6571.4240,2418.4224,2575.2059,1119.6878,1281.8000
20171021,6571.4240,2418.4224,2575.2059,1119.6878,1281.8000
20171022,6571.4240,2418.4224,2575.2059,1119.6878,1281.8000
20171023,6612.7637,2439.4382,2564.9785,1115.8952,1283.6000
20171024,6603.0042,2429.0208,2569.1343,1113.3179,1277.8000
20171025,6647.8920,2450.0266,2557.1510,1114.0944,1278.6000
20171026,6671.9288,2453.1514,2560.3992,1108.1650,1267.6000
20171027,6630.8067,2433.9271,2581.0657,1110.2201,1274.6000
20171028,6630.8067,2433.9271,2581.0657,1110.2201,1274.6000
20171029,6630.8067,2433.9271,2581.0657,1110.2201,1274.6000
20171030,6511.7616,2369.7343,2572.8336,1115.5326,1277.3000
20171031,6560.2054,2388.5695,2575.2638,1119.0788,1271.8000
20171101,6552.9545,2396.2673,2579.3558,1128.9395,1275.5000
20171102,6484.9258,2367.5399,2579.8517,1127.3097,1276.8000
20171103,6426.9799,2353.8159,2587.8361,1126.1758,1270.2000
20171104,6426.9799,2353.8159,2587.8361,1126.1758,1270.2000
20171105,6426.9799,2353.8159,2587.8361,1126.1758,1270.2000
20171106,6511.0958,2380.5673,2591.1284,1131.0264,1282.4000
20171107,6551.9363,2391.9784,2590.6418,1134.5469,1275.7000
20171108,6561.6897,2400.5696,2594.3752,1134.6764,1282.0000
20171109,6611.3517,2417.6890,2584.6213,1133.7828,1285.6000
20171110,6641.2164,2430.2089,2582.3000,1128.4916,1275.6000
20171111,6641.2164,2430.2089,2582.3000,1128.4916,1275.6000
20171112,6641.2164,2430.2089,2582.3000,1128.4916,1275.6000
20171113,6671.2054,2436.5953,2584.8448,1123.2629,1278.5000
20171114,6614.5136,2415.6156,2578.8718,1118.3209,1280.4000
20171115,6537.6563,2385.6683,2564.6205,1111.1199,1277.8000
20171116,6558.3085,2382.7056,2585.6432,1125.3555,1278.5000
20171117,6361.9415,2299.1839,2578.8543,1136.4521,1294.4000
20171118,6361.9415,2299.1839,2578.8543,1136.4521,1294.4000
20171119,6361.9415,2299.1839,2578.8543,1136.4521,1294.4000
20171120,6433.1702,2322.1476,2582.1416,1136.1025,1276.9000
20171121,6456.3520,2314.4681,2599.0292,1150.9838,1280.1000
20171122,6439.4419,2314.4206,2597.0772,1156.6744,1291.8000
20171123,6274.5116,2250.2304,2597.0772,1152.4014,1295.3000
20171124,6278.0287,2241.1321,2602.4247,1154.2557,1292.6000
20171125,6278.0287,2241.1321,2602.4247,1154.2557,1292.6000
20171126,6278.0287,2241.1321,2602.4247,1154.2557,1292.6000
20171127,6194.5522,2210.2467,2601.4239,1144.3268,1298.6000
20171128,6299.3122,2249.2101,2627.0440,1146.4975,1297.6000
20171129,6318.3684,2239.0036,2626.0662,1141.3796,1286.9000
20171130,6263.4210,2225.9385,2647.5799,1120.7930,1277.6000
20171201,6316.4072,2262.5295,2642.2158,1115.9371,1283.2000
20171202,6316.4072,2262.5295,2642.2158,1115.9371,1283.2000
20171203,6316.4072,2262.5295,2642.2158,1115.9371,1283.2000
20171204,6279.6206,2232.7536,2639.4370,1121.9470,1278.8000
20171205,6132.9120,2176.8926,2629.5708,1117.6866,1268.4000
20171206,6172.8031,2210.3056,2629.2669,1101.1945,1265.6000
20171207,6135.4702,2208.8043,2636.9765,1100.5413,1249.1000
20171208,6203.1433,2232.5535,2651.5010,1110.7781,1250.5000
20171209,6203.1433,2232.5535,2651.5010,1110.7781,1250.5000
20171210,6203.1433,2232.5535,2651.5010,1110.7781,1250.5000
20171211,6286.1656,2261.8804,2659.9896,1119.9713,1243.6000
20171212,6233.2115,2236.4362,2664.1057,1112.3672,1246.4000
20171213,6277.4410,2251.2866,2662.8452,1118.8053,1258.1000
20171214,6284.0807,2247.0461,2652.0124,1121.2223,1255.3000
20171215,6235.7608,2239.5198,2675.8080,1118.5034,1258.1000
20171216,6235.7608,2239.5198,2675.8080,1118.5034,1258.1000
20171217,6235.7608,2239.5198,2675.8080,1118.5034,1258.1000
20171218,6199.9889,2224.0948,2690.1583,1130.3903,1265.3000
20171219,6251.2416,2242.8136,2681.4736,1132.1987,1264.8000
20171220,6199.3628,2219.0857,2679.2481,1132.8487,1269.1000
20171221,6238.4987,2227.7035,2684.5692,1134.3816,1269.9000
20171222,6242.8847,2216.9709,2683.3373,1141.0909,1279.1000
20171223,6242.8847,2216.9709,2683.3373,1141.0909,1279.1000
20171224,6242.8847,2216.9709,2683.3373,1141.0909,1279.1000
20171225,6185.5907,2188.4703,2683.3373,1141.1084,1279.1000
20171226,6220.1473,2199.3397,2680.5045,1138.6323,1287.6000
20171227,6173.1528,2184.8911,2682.6199,1144.3896,1291.4000
20171228,6204.2702,2185.9087,2682.6199,1144.3896,1291.4000
