用户,日期,基金代码,基金名称,配置比例
92,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1595
92,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0548
92,2017-07-01,162607,景顺长城资源垄断混合LOF,0.012
92,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0358
92,2017-08-18,000307,易方达黄金ETF联接A,0.0451
92,2017-08-18,110031,易方达恒生国企联接QDII,0.1318
93,2017-07-01,050025,博时标普500ETF联接QDII,0.258
93,2017-08-18,050025,博时标普500ETF联接QDII,0.2416
93,2017-07-01,050027,博时信用债纯债债券A,0.3321
93,2017-08-18,050027,博时信用债纯债债券A,0.3294
93,2017-07-01,160127,南方新兴消费增长分级股票,0.0518
93,2017-08-18,160127,南方新兴消费增长分级股票,0.1275
93,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1999
93,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0866
93,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
93,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0525
93,2017-07-01,260116,景顺长城核心竞争力混合A,0.0517
93,2017-08-18,000307,易方达黄金ETF联接A,0.0577
93,2017-08-18,110031,易方达恒生国企联接QDII,0.1912
94,2017-07-01,050025,博时标普500ETF联接QDII,0.3813
94,2017-08-18,050025,博时标普500ETF联接QDII,0.3449
94,2017-07-01,160127,南方新兴消费增长分级股票,0.08
94,2017-08-18,160127,南方新兴消费增长分级股票,0.0928
94,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2853
94,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.1437
94,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0297
94,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0863
94,2017-07-01,260116,景顺长城核心竞争力混合A,0.0799
94,2017-08-18,000307,易方达黄金ETF联接A,0.1003
94,2017-08-18,110031,易方达恒生国企联接QDII,0.2663
94,2017-08-18,202021,南方小康ETF联接A,0.1094
95,2017-07-01,050025,博时标普500ETF联接QDII,0.258
95,2017-08-18,050025,博时标普500ETF联接QDII,0.2416
95,2017-07-01,050027,博时信用债纯债债券A,0.3321
95,2017-08-18,050027,博时信用债纯债债券A,0.3294
95,2017-07-01,160127,南方新兴消费增长分级股票,0.0518
95,2017-08-18,160127,南方新兴消费增长分级股票,0.1276
95,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1999
95,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0866
95,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
95,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0525
95,2017-07-01,260116,景顺长城核心竞争力混合A,0.0517
95,2017-08-18,000307,易方达黄金ETF联接A,0.0577
95,2017-08-18,110031,易方达恒生国企联接QDII,0.1912
96,2017-07-01,070008,嘉实货币A,1
97,2017-07-01,050025,博时标普500ETF联接QDII,0.1522
97,2017-08-18,050025,博时标普500ETF联接QDII,0.1566
97,2017-07-01,050027,博时信用债纯债债券A,0.5525
97,2017-08-18,050027,博时信用债纯债债券A,0.5507
97,2017-07-01,160127,南方新兴消费增长分级股票,0.0691
97,2017-08-18,160127,南方新兴消费增长分级股票,0.0799
97,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1595
97,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0548
97,2017-07-01,162607,景顺长城资源垄断混合LOF,0.012
97,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0359
97,2017-08-18,000307,易方达黄金ETF联接A,0.0452
97,2017-08-18,110031,易方达恒生国企联接QDII,0.1318
98,2017-07-01,050025,博时标普500ETF联接QDII,0.2581
98,2017-08-18,050025,博时标普500ETF联接QDII,0.2417
98,2017-07-01,050027,博时信用债纯债债券A,0.3321
98,2017-08-18,050027,博时信用债纯债债券A,0.3295
98,2017-07-01,160127,南方新兴消费增长分级股票,0.1037
98,2017-08-18,160127,南方新兴消费增长分级股票,0.1276
98,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1997
98,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0866
98,2017-07-01,162607,景顺长城资源垄断混合LOF,0.0198
98,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0524
98,2017-08-18,000307,易方达黄金ETF联接A,0.0578
98,2017-08-18,110031,易方达恒生国企联接QDII,0.191
99,2017-07-01,050025,博时标普500ETF联接QDII,0.2581
99,2017-08-18,050025,博时标普500ETF联接QDII,0.2413
99,2017-07-01,050027,博时信用债纯债债券A,0.3321
99,2017-08-18,050027,博时信用债纯债债券A,0.329
99,2017-07-01,160127,南方新兴消费增长分级股票,0.1034
99,2017-08-18,160127,南方新兴消费增长分级股票,0.1283
99,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.2
99,2017-07-01,160719,嘉实黄金QDII-FOF-LOF,0.0864
99,2017-07-01,162607,景顺长城资源垄断混合LOF,0.02
99,2017-08-18,162607,景顺长城资源垄断混合LOF,0.0558
99,2017-08-18,000307,易方达黄金ETF联接A,0.056
99,2017-08-18,110031,易方达恒生国企联接QDII,0.1895
100,2017-07-01,050025,博时标普500ETF联接QDII,0.1628
100,2017-08-25,050025,博时标普500ETF联接QDII,0.1362
100,2017-07-01,050027,博时信用债纯债债券A,0.5637
100,2017-08-25,050027,博时信用债纯债债券A,0.5515
100,2017-07-01,160127,南方新兴消费增长分级股票,0.08
100,2017-08-25,160127,南方新兴消费增长分级股票,0.0857
100,2017-07-01,160717,嘉实恒生中国企业QDII-LOF,0.1704
100,2017-07-01,162607,景顺长城资源垄断混合LOF,0.023
100,2017-08-25,162607,景顺长城资源垄断混合LOF,0.0559
100,2017-08-25,070009,嘉实超短债债券,0.0212
100,2017-08-25,110031,易方达恒生国企联接QDII,0.1494
