用户序号,日期,基金代码,基金名称,配置比例
97,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
97,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
97,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
97,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
97,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
98,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
98,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
98,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
98,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
98,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
98,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
98,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
98,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
98,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
98,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
98,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
98,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
98,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
98,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
98,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
99,2017-07-03,50003,博时现金收益证券投资基金A级,0.05
99,2017-07-03,178,博时灵活配置混合型证券投资基金A类,0.25
99,2017-07-03,160505,博时主题行业混合型证券投资基金,0.1
99,2017-07-03,219,博时裕益灵活配置混合型证券投资基金,0.1
99,2017-07-03,50021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
99,2017-07-03,50018,博时行业轮动混合型证券投资基金,0.25
99,2017-07-03,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.2
99,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
99,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
99,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
99,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
99,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
99,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
99,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
99,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
100,2017-07-03,050003,博时现金收益证券投资基金A级,0.15
100,2017-07-03,000178,博时灵活配置混合型证券投资基金A类,0.1
100,2017-07-03,160505,博时主题行业混合型证券投资基金,0.25
100,2017-07-03,000219,博时裕益灵活配置混合型证券投资基金,0.1
100,2017-07-03,050021,博时深证基本面200交易型开放式指数证券投资基金联接基金,0.05
100,2017-07-03,050018,博时行业轮动混合型证券投资基金,0.05
100,2017-07-03,050025,博时标普500交易型开放式指数证券投资基金联接基金,0.3
100,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
100,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
100,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
100,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
100,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
100,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
101,2017-12-08,50003,博时现金收益证券投资基金A级,0.6
101,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
102,2017-12-08,50003,博时现金收益证券投资基金A级,0.6
102,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
103,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
103,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
103,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
103,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
103,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
103,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
104,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
104,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
104,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
104,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
104,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
104,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
104,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
104,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
105,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
105,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
105,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
105,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
105,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
105,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
106,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
106,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
106,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
106,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
106,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
106,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
107,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
107,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
107,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
107,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
107,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
107,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
108,2017-12-08,50003,博时现金收益证券投资基金A级,0.6
108,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
109,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
109,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
109,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
109,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
109,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
109,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
110,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
110,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
110,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
110,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
110,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
110,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
111,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
111,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
111,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
111,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
111,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
111,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
111,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
111,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
112,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
112,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
112,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
112,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
112,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
112,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
112,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
113,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
113,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
113,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
113,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
113,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
113,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
114,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
114,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
114,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
114,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
114,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
114,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
114,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
114,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
115,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
115,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
115,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
115,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
115,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
115,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
116,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
116,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
116,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
116,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
116,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
116,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
116,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
116,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
117,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
117,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
117,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
117,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
117,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
117,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
117,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
117,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
118,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
118,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
118,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
118,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
118,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
118,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
119,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
119,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
119,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
119,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
119,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
119,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
119,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
120,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
120,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
120,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
120,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
120,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
120,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
121,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
121,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
121,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
121,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
121,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
121,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
121,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
122,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
122,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
122,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
122,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
122,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
122,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
122,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
123,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
123,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
123,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
123,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
123,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
123,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
123,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
123,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
124,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
124,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
124,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
124,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
124,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
124,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
124,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
125,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
125,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
125,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
125,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
125,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
125,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
126,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
126,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
126,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
126,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
126,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
126,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
127,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
127,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
127,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
127,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
127,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
127,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
127,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
128,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
128,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
128,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
128,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
128,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
128,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
129,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
129,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
129,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
129,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
129,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
129,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
129,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
130,2017-12-08,50003,博时现金收益证券投资基金A级,0.4
130,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
130,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.0946
130,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1054
131,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
131,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
131,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
131,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
131,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
131,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
131,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
132,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
132,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
132,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
132,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
132,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
132,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
132,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
133,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
133,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
133,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
133,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
133,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
133,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
134,2017-12-08,50003,博时现金收益证券投资基金A级,0.1
134,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
134,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.3
134,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.05
134,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
134,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
134,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.1
135,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
135,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
135,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
135,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
135,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
135,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
136,2017-12-08,50003,博时现金收益证券投资基金A级,0.4
136,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
136,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.0946
136,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1054
137,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
137,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
137,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
137,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
137,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
137,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
138,2017-12-08,50003,博时现金收益证券投资基金A级,0.6
138,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
139,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
139,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
139,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
139,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
139,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
139,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
139,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
139,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
140,2017-12-08,50003,博时现金收益证券投资基金A级,0.4
140,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
140,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.0946
140,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1054
141,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
141,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
141,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
141,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
141,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
141,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
141,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
141,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
142,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
142,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
142,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
142,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
142,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
142,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
142,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
142,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
143,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
143,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
143,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
143,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
143,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
143,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
144,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
144,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
144,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
144,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
144,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
144,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
144,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
144,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
145,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
145,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
145,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
145,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
145,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
145,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
146,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
146,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
146,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
146,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
146,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
146,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
147,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
147,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
147,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
147,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
147,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
147,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
147,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
147,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
148,2017-12-08,50003,博时现金收益证券投资基金A级,0.6
148,2017-12-08,50011,博时信用债券投资基金A/B类,0.4
149,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
149,2017-12-08,50011,博时信用债券投资基金A/B类,0.2
149,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.25
149,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.05
149,2017-12-08,50007,博时平衡配置混合型证券投资基金,0.1
149,2017-12-08,50015,博时大中华亚太精选股票证券投资基金,0.05
149,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1
149,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
150,2017-12-08,50003,博时现金收益证券投资基金A级,0.2
150,2017-12-08,50011,博时信用债券投资基金A/B类,0.3
150,2017-12-08,50018,博时行业轮动混合型证券投资基金,0.1575
150,2017-12-08,50002,博时裕富沪深300指数证券投资基金A类,0.1021
150,2017-12-08,50025,博时标普500交易型开放式指数证券投资基金联接基金,0.1904
150,2017-12-08,929,博时黄金交易型开放式证券投资基金D类,0.05
