,2017-11-13,2017-11-14,2017-11-15,2017-11-16,2017-11-17
74,20318.71771251345,20257.726212768004,20203.183149651133,20274.745313628926,20247.651162864706
75,15134.326395677295,15135.869642939862,15137.424096752193,15138.995361373436,15140.556797355008
76,9980.054102959512,9955.536753893546,9937.434070611786,9971.228028868956,9946.828400661027
77,5328.781540919559,5310.837919653372,5280.183163460013,5322.526372809503,5282.917423865674
78,2067.506134977797,2061.349755467572,2052.899402712927,2065.130401762411,2054.300715535703
79,997.842672595164,995.0855009448651,993.5855834841088,996.0956567775812,996.3400808707339
80,997.842672595164,995.0855009448651,993.5855834841088,996.0956567775812,996.3400808707339
81,1996.0040612078608,1991.1035594053772,1987.4859872058519,1994.2400800412038,1989.3702302440197
82,5168.773737609374,5153.335420493323,5132.196588251804,5161.84990619918,5134.770635595547
83,10337.5386249696,10306.666470011847,10264.38689182544,10323.695430766387,10269.5459037972
84,15239.0426810139,15193.295843768088,15152.387468215175,15206.061239509494,15185.739554160546
85,20673.931917371392,20604.006054884336,20527.65746328336,20623.081484696966,20586.57478436152
86,30478.076568770186,30386.58292067547,30304.76619317466,30412.113704792373,30371.470345820533
87,51684.829793428464,51510.00447321568,51319.1294395482,51557.70015707735,51466.4298515737
88,103369.65958685693,103019.97154166052,102638.17719248965,103115.35603231883,102932.70506511934
89,206739.31917371385,206040.06129509906,205276.57562784126,206230.82956313365,205865.76280853117
90,203187.1771251345,202577.21947116978,202031.77462116437,202747.42469861577,202476.46897213685
91,101593.58856256725,101288.60973558489,101015.88731058218,101373.71234930788,101238.23448606842
92,51684.829793428464,51510.00447321568,51319.1294395482,51557.70015707735,51466.4298515737
93,31968.275485209826,31841.41242030494,31676.890226463962,31876.00888663804,31808.68461955775
94,20673.931917371392,20604.006054884336,20527.65746328336,20623.081484696966,20586.57478436152
95,15134.326395677295,15135.869642939862,15137.424096752193,15138.995361373436,15140.556797355008
96,10160.195456733734,10132.562512346456,10102.432794418819,10146.318040347522,10107.621624575777
97,5168.773737609374,5153.335420493323,5132.196588251804,5161.84990619918,5134.770635595547
98,2067.506134977797,2061.349755467572,2052.899402712927,2065.130401762411,2054.300715535703
99,1016.0495908638582,1013.3029340880396,1010.2920564884676,1015.0223279060388,1011.1522687335503
