,基金1,基金2,基金3,C5进取型(81-100)-新客户-男-fix-combination_profit,C5进取型(81-100)-新客户-男-dyn-combination_profit,C5进取型(81-100)-新客户-男-mw-combination_profit,C5进取型(81-100)-新客户-女-fix-combination_profit,C5进取型(81-100)-新客户-女-dyn-combination_profit,C5进取型(81-100)-新客户-女-mw-combination_profit,C5进取型(81-100)-增1老客户-男-fix-combination_profit,C5进取型(81-100)-增1老客户-男-dyn-combination_profit,C5进取型(81-100)-增1老客户-男-mw-combination_profit,C5进取型(81-100)-增1老客户-女-fix-combination_profit,C5进取型(81-100)-增1老客户-女-dyn-combination_profit,C5进取型(81-100)-增1老客户-女-mw-combination_profit,C5进取型(81-100)-增2老客户-男-fix-combination_profit,C5进取型(81-100)-增2老客户-男-dyn-combination_profit,C5进取型(81-100)-增2老客户-男-mw-combination_profit,C5进取型(81-100)-增2老客户-女-fix-combination_profit,C5进取型(81-100)-增2老客户-女-dyn-combination_profit,C5进取型(81-100)-增2老客户-女-mw-combination_profit,C4成长型(61-80)-新客户-男-fix-combination_profit,C4成长型(61-80)-新客户-男-dyn-combination_profit,C4成长型(61-80)-新客户-男-mw-combination_profit,C4成长型(61-80)-新客户-女-fix-combination_profit,C4成长型(61-80)-新客户-女-dyn-combination_profit,C4成长型(61-80)-新客户-女-mw-combination_profit,C4成长型(61-80)-增1老客户-男-fix-combination_profit,C4成长型(61-80)-增1老客户-男-dyn-combination_profit,C4成长型(61-80)-增1老客户-男-mw-combination_profit,C4成长型(61-80)-增1老客户-女-fix-combination_profit,C4成长型(61-80)-增1老客户-女-dyn-combination_profit,C4成长型(61-80)-增1老客户-女-mw-combination_profit,C4成长型(61-80)-增2老客户-男-fix-combination_profit,C4成长型(61-80)-增2老客户-男-dyn-combination_profit,C4成长型(61-80)-增2老客户-男-mw-combination_profit,C4成长型(61-80)-增2老客户-女-fix-combination_profit,C4成长型(61-80)-增2老客户-女-dyn-combination_profit,C4成长型(61-80)-增2老客户-女-mw-combination_profit,C3平衡性(41-60)-新客户-男-fix-combination_profit,C3平衡性(41-60)-新客户-男-dyn-combination_profit,C3平衡性(41-60)-新客户-男-mw-combination_profit,C3平衡性(41-60)-新客户-女-fix-combination_profit,C3平衡性(41-60)-新客户-女-dyn-combination_profit,C3平衡性(41-60)-新客户-女-mw-combination_profit,C3平衡性(41-60)-增1老客户-男-fix-combination_profit,C3平衡性(41-60)-增1老客户-男-dyn-combination_profit,C3平衡性(41-60)-增1老客户-男-mw-combination_profit,C3平衡性(41-60)-增1老客户-女-fix-combination_profit,C3平衡性(41-60)-增1老客户-女-dyn-combination_profit,C3平衡性(41-60)-增1老客户-女-mw-combination_profit,C3平衡性(41-60)-增2老客户-男-fix-combination_profit,C3平衡性(41-60)-增2老客户-男-dyn-combination_profit,C3平衡性(41-60)-增2老客户-男-mw-combination_profit,C3平衡性(41-60)-增2老客户-女-fix-combination_profit,C3平衡性(41-60)-增2老客户-女-dyn-combination_profit,C3平衡性(41-60)-增2老客户-女-mw-combination_profit,C2稳健型(25-40)-新客户-男-fix-combination_profit,C2稳健型(25-40)-新客户-男-dyn-combination_profit,C2稳健型(25-40)-新客户-男-mw-combination_profit,C2稳健型(25-40)-新客户-女-fix-combination_profit,C2稳健型(25-40)-新客户-女-dyn-combination_profit,C2稳健型(25-40)-新客户-女-mw-combination_profit,C2稳健型(25-40)-增1老客户-男-fix-combination_profit,C2稳健型(25-40)-增1老客户-男-dyn-combination_profit,C2稳健型(25-40)-增1老客户-男-mw-combination_profit,C2稳健型(25-40)-增1老客户-女-fix-combination_profit,C2稳健型(25-40)-增1老客户-女-dyn-combination_profit,C2稳健型(25-40)-增1老客户-女-mw-combination_profit,C2稳健型(25-40)-增2老客户-男-fix-combination_profit,C2稳健型(25-40)-增2老客户-男-dyn-combination_profit,C2稳健型(25-40)-增2老客户-男-mw-combination_profit,C2稳健型(25-40)-增2老客户-女-fix-combination_profit,C2稳健型(25-40)-增2老客户-女-dyn-combination_profit,C2稳健型(25-40)-增2老客户-女-mw-combination_profit,C1保守型(0-25)-新客户-男-fix-combination_profit,C1保守型(0-25)-新客户-男-dyn-combination_profit,C1保守型(0-25)-新客户-男-mw-combination_profit,C1保守型(0-25)-新客户-女-fix-combination_profit,C1保守型(0-25)-新客户-女-dyn-combination_profit,C1保守型(0-25)-新客户-女-mw-combination_profit,C1保守型(0-25)-增1老客户-男-fix-combination_profit,C1保守型(0-25)-增1老客户-男-dyn-combination_profit,C1保守型(0-25)-增1老客户-男-mw-combination_profit,C1保守型(0-25)-增1老客户-女-fix-combination_profit,C1保守型(0-25)-增1老客户-女-dyn-combination_profit,C1保守型(0-25)-增1老客户-女-mw-combination_profit,C1保守型(0-25)-增2老客户-男-fix-combination_profit,C1保守型(0-25)-增2老客户-男-dyn-combination_profit,C1保守型(0-25)-增2老客户-男-mw-combination_profit,C1保守型(0-25)-增2老客户-女-fix-combination_profit,C1保守型(0-25)-增2老客户-女-dyn-combination_profit,C1保守型(0-25)-增2老客户-女-mw-combination_profit
2017-04-07,1.0455,1.1299,1.1403,1.039715780821918,1.0363938449036967,1.0440841339994527,1.0361042098630138,1.0328259081437703,1.0404200686258291,1.0605296283561645,1.0941944204145033,1.10344199305215,1.0588079728767124,1.0924104520345401,1.101609960365338,1.1072112683561643,1.0941944204145033,1.10344199305215,1.1052532928767123,1.0924104520345401,1.101609960365338,1.0326056289041097,1.029257971383844,1.0367560032522058,1.0288895079452056,1.0256900346239175,1.0330919378785826,1.0594508150684934,1.0931240393865254,1.1023427734400628,1.057956179589041,1.0913400710065622,1.100510740753251,1.105988975068493,1.0931240393865254,1.1023427734400628,1.104249579589041,1.0913400710065622,1.100510740753251,1.0252779369863014,1.0221220978639913,1.029427872504959,1.0216663660273972,1.0185541611040647,1.025763807131336,1.0584860317808218,1.0920536583585472,1.1012435538279757,1.05687736630137,1.0902696899785842,1.099411521141164,1.104880711780822,1.0920536583585472,1.1012435538279757,1.1030272863013697,1.0902696899785842,1.099411521141164,1.0181677850684934,1.0149862243441383,1.022099741757713,1.0144516641095893,1.0114182875842122,1.0184356763840894,1.0575212484931507,1.0909832773305697,1.1001443342158888,1.0559125830136986,1.0891993089506065,1.0983123015290772,1.1037724484931506,1.0909832773305697,1.1001443342158888,1.1019190230136986,1.0891993089506065,1.0983123015290772,1.010840093150685,1.007850350824286,1.014771611010466,1.007228522191781,1.0042824140643596,1.0111075456368428,1.0566694552054794,1.0899128963025917,1.0990451146038018,1.0549477997260275,1.0881289279226285,1.09721308191699,1.1027687352054794,1.0899128963025917,1.0990451146038018,1.1008107597260275,1.0881289279226285,1.09721308191699
2017-04-06,1.0885,1.1724,1.1939,1.077898808219178,1.0739963484657689,1.0854386312667745,1.073842838630137,1.0699912571236454,1.0812905113896385,1.1037247635616438,1.138878828208169,1.1526381732763786,1.1017877687671234,1.1368762825371075,1.1505641133378104,1.150129853561644,1.138878828208169,1.1526381732763786,1.1479579387671233,1.1368762825371075,1.1505641133378104,1.069904109041096,1.0659861657815217,1.0771423915125022,1.0657392894520548,1.0619810744393985,1.0729942716353662,1.1025143806849316,1.137677300805532,1.1513937373132377,1.100814015890411,1.1356747551344704,1.1493196773746697,1.1487768406849317,1.137677300805532,1.1513937373132377,1.1468331658904112,1.1356747551344704,1.1493196773746697,1.0616833198630138,1.0579759830972748,1.0688461517582302,1.0576273502739726,1.0539708917551516,1.0646980318810941,1.1014233878082191,1.136475773402895,1.1501493013500967,1.0996036330136987,1.1344732277318332,1.1480752414115287,1.1475432178082192,1.136475773402895,1.1501493013500967,1.1454801530136984,1.1344732277318332,1.1480752414115287,1.0536886206849316,1.049965800413028,1.060549912003958,1.0495238010958903,1.0459607090709042,1.056401792126822,1.1003323949315067,1.135274246000258,1.148904865386956,1.0985126401369862,1.133271700329196,1.146830805448388,1.1463095949315067,1.135274246000258,1.148904865386956,1.1442465301369864,1.133271700329196,1.146830805448388,1.0454678315068493,1.041955617728781,1.052253672249686,1.041411861917808,1.0379505263866573,1.04810555237255,1.0993586420547945,1.134072718597621,1.147660429423815,1.097421647260274,1.132070172926559,1.145586369485247,1.1451848220547947,1.134072718597621,1.147660429423815,1.1430129072602742,1.132070172926559,1.145586369485247
2017-04-05,1.1084,1.1336,1.202,1.0736129863013697,1.0691099722931443,1.0936215881728597,1.0695757556164383,1.0651296592833157,1.0893348799645346,1.1137114673972603,1.133591043052369,1.1630662611477267,1.1117101720547946,1.1316008865474545,1.160922907043564,1.1276495873972603,1.133591043052369,1.1630662611477267,1.1255777320547944,1.1316008865474545,1.160922907043564,1.0656518849315069,1.061149346273487,1.0850481717562093,1.0615038142465751,1.0571690332636583,1.0807614635478844,1.1124612421917808,1.1323969491494204,1.1617802486852291,1.1106935068493151,1.1304067926445058,1.1596368945810664,1.1263565221917808,1.1323969491494204,1.1617802486852291,1.124515706849315,1.1304067926445058,1.1596368945810664,1.0574665835616437,1.0531887202538295,1.076474755339559,1.0534293528767125,1.0492084072440009,1.072188047131234,1.1113312169863014,1.1312028552464717,1.1604942362227315,1.1094432816438355,1.1292126987415574,1.1583508821185688,1.1251836569863014,1.1312028552464717,1.1604942362227315,1.1232226416438356,1.1292126987415574,1.1583508821185688,1.0495054821917809,1.0452280942341723,1.0679013389229088,1.0453574115068494,1.0412477812243432,1.0636146307145837,1.1102011917808219,1.130008761343523,1.1592082237602341,1.1083132564383562,1.128018604838609,1.1570648696560715,1.1240107917808217,1.130008761343523,1.1592082237602341,1.1220497764383561,1.128018604838609,1.1570648696560715,1.0413201808219177,1.0372674682145147,1.0593279225062586,1.0372829501369862,1.033287155204686,1.0550412142979333,1.1091845265753424,1.1288146674405746,1.1579222112977365,1.1071832312328769,1.12682451093566,1.155778857193574,1.1229487665753424,1.1288146674405746,1.1579222112977365,1.120876911232877,1.12682451093566,1.155778857193574
2017-04-04,1.095975,1.126075,1.2191,1.0765261780821918,1.0705385884202712,1.1036694943794907,1.0725825469863013,1.0666705546951547,1.0993873243298842,1.1077144713356164,1.1332007347671567,1.1730406491831185,1.1057985957876713,1.1312667179045985,1.170899564158315,1.1243627813356163,1.1332007347671567,1.1730406491831185,1.122362625787671,1.1312667179045985,1.170899564158315,1.0687515233904108,1.0628025209700382,1.0951051542802774,1.0646982947945203,1.058934487244922,1.0908229842306707,1.1065143215068494,1.132040324649622,1.1717559981682364,1.1048329634589042,1.1301063077870637,1.169614913143433,1.1231114615068494,1.132040324649622,1.1717559981682364,1.121342813458904,1.1301063077870637,1.169614913143433,1.06075466369863,1.0550664535198055,1.086540814181064,1.0568110326027398,1.0511984197946889,1.0822586441314574,1.1054360816780822,1.1308799145320867,1.1704713471533543,1.103632813630137,1.1289458976695288,1.168330262128551,1.121982051678082,1.1308799145320867,1.1704713471533543,1.120091493630137,1.1289458976695288,1.168330262128551,1.0529800090068493,1.0473303860695726,1.077976474081851,1.0489267804109588,1.0434623523444562,1.0736943040322442,1.104357841849315,1.129719504414552,1.1691866961384725,1.1025545738013698,1.1277854875519937,1.1670456111136691,1.120852641849315,1.129719504414552,1.1691866961384725,1.1189620838013696,1.1277854875519937,1.1670456111136691,1.0449831493150685,1.03959431861934,1.0694121339826375,1.041039518219178,1.0357262848942232,1.065129963933031,1.103392209520548,1.128559094297017,1.1679020451235904,1.1014763339726028,1.1266250774344586,1.165760960098787,1.119832829520548,1.128559094297017,1.1679020451235904,1.1178326739726028,1.1266250774344586,1.165760960098787
2017-03-31,1.0071,1.1197,1.2196,1.0602463835616438,1.0511886042298508,1.0907170106737332,1.0567507627397261,1.0478090206495805,1.0868433220129143,1.0479329228767125,1.105937858230231,1.1534707669789999,1.0464307524657535,1.104248066440096,1.1515339226485903,1.1102119828767123,1.105937858230231,1.1534707669789999,1.1083945324657534,1.104248066440096,1.1515339226485903,1.0533671119178083,1.04442943706931,1.0829696333520955,1.0497707810958903,1.0410498534890396,1.0790959446912765,1.0469808386301371,1.1049239831561501,1.1523086603807542,1.0457125982191782,1.1032341913660149,1.1503718160503447,1.109068478630137,1.1049239831561501,1.1523086603807542,1.107473698219178,1.1032341913660149,1.1503718160503447,1.0462751602739726,1.0376702699087694,1.0752222560304574,1.0427795394520547,1.0342906863284989,1.0713485673696386,1.0461507143835618,1.1039101080820688,1.1511465537825085,1.0447605139726028,1.1022203162919337,1.149209709452099,1.1080469343835615,1.1039101080820688,1.1511465537825085,1.1063301939726027,1.1022203162919337,1.149209709452099,1.0393958886301369,1.0309111027482283,1.0674748787088197,1.035799557808219,1.027531519167958,1.0636011900480007,1.0453205901369862,1.102896233007988,1.1499844471842628,1.0439303897260273,1.1012064412178526,1.1480476028538533,1.1070253901369862,1.102896233007988,1.1499844471842628,1.1053086497260272,1.1012064412178526,1.1480476028538533,1.0323039369863012,1.0241519355876876,1.0597275013871819,1.0288083161643835,1.0207723520074172,1.055853812726363,1.0446024358904111,1.1018823579339068,1.1488223405860172,1.0431002654794521,1.1001925661437713,1.1468854962556077,1.106104555890411,1.1018823579339068,1.1488223405860172,1.104287105479452,1.1001925661437713,1.1468854962556077
2017-03-30,0.9776,1.1096,1.1943,1.0416393424657535,1.0327639013988135,1.0680750991489993,1.038276509589041,1.0295153115354378,1.0643851193137466,1.022290155068493,1.0853910571854977,1.1278527724800964,1.020881348630137,1.0837667622538099,1.12600778256247,1.095299355068493,1.0853910571854977,1.1278527724800964,1.093520948630137,1.0837667622538099,1.12600778256247,1.0350246367123288,1.0262667216720622,1.0606951394784936,1.0315640438356164,1.0230181318086866,1.0570051596432406,1.0213954052054794,1.084416480226485,1.1267457785295205,1.0202169887671233,1.0827921852947973,1.124900788611894,1.0941802052054794,1.084416480226485,1.1267457785295205,1.0926189887671232,1.0827921852947973,1.124900788611894,1.028201210958904,1.0197695419453112,1.0533151798079876,1.0248383780821917,1.0165209520819354,1.0496251999727348,1.0206200853424656,1.0834419032674723,1.1256387845789446,1.0193222389041097,1.0818176083357844,1.1237937946613181,1.0931804853424656,1.0834419032674723,1.1256387845789446,1.0914998389041095,1.0818176083357844,1.1237937946613181,1.0215865052054796,1.01327236221856,1.045935220137482,1.0181259123287671,1.0100237723551844,1.042245240302229,1.019844765479452,1.0824673263084597,1.1245317906283687,1.0185469190410958,1.0808430313767718,1.1226868007107422,1.092180765479452,1.0824673263084597,1.1245317906283687,1.0905001190410957,1.0808430313767718,1.1226868007107422,1.0147630794520548,1.0067751824918088,1.038555260466976,1.0114002465753424,1.0035265926284331,1.0348652806317231,1.0191804056164384,1.081492749349447,1.1234247966777928,1.0177715991780825,1.079868454417759,1.1215798067601663,1.0912788056164382,1.081492749349447,1.1234247966777928,1.0895003991780823,1.079868454417759,1.1215798067601663
2017-03-29,1.0229,1.1595,1.1891,1.062358602739726,1.056295531435163,1.0730861586269227,1.0586989928767123,1.0527151249634565,1.069295869315319,1.057807944520548,1.1142981162768109,1.1344888454749018,1.056195269589041,1.1125079130409574,1.1325937008191,1.133361404520548,1.1142981162768109,1.1344888454749018,1.131366249589041,1.1125079130409574,1.1325937008191,1.0551553330136987,1.0491347184917497,1.0655055800037152,1.051393433150685,1.0455543120200432,1.0617152906921117,1.0567921835616438,1.1132239943352988,1.1333517586814206,1.055414368630137,1.1114337910994456,1.1314566140256188,1.132113423561644,1.1132239943352988,1.1333517586814206,1.130339468630137,1.1114337910994456,1.1314566140256188,1.0477338232876712,1.0419739055483364,1.057925001380508,1.0440742134246574,1.0383934990766297,1.0541347120689042,1.0558953326027398,1.1121498723937868,1.1322146718879396,1.0543986076712328,1.1103596691579336,1.1303195272321378,1.1309843526027397,1.1121498723937868,1.1322146718879396,1.1290914876712328,1.1103596691579336,1.1303195272321378,1.0405305535616438,1.034813092604923,1.0503444227573007,1.0367686536986302,1.0312326861332164,1.0465541334456971,1.0549984816438356,1.111075750452275,1.1310775850944585,1.0535017567123286,1.1092855472164216,1.1291824404386568,1.1298552816438354,1.111075750452275,1.1310775850944585,1.1279624167123288,1.1092855472164216,1.1291824404386568,1.0331090438356163,1.0276522796615097,1.0427638441340932,1.0294494339726028,1.024071873189803,1.0389735548224897,1.0542175806849317,1.110001628510763,1.1299404983009773,1.0526049057534248,1.1082114252749096,1.1280453536451756,1.1288285006849317,1.110001628510763,1.1299404983009773,1.1268333457534248,1.1082114252749096,1.1280453536451756
2017-03-28,1.0515,1.1084,1.1841,1.051926506849315,1.0459932988949754,1.074548026167259,1.0483342221917809,1.0424766018368703,1.0706743950182505,1.06988004630137,1.1029637912362764,1.1373008507811972,1.0681815139726027,1.101205442707224,1.135364035206693,1.10135143630137,1.1029637912362764,1.1373008507811972,1.0994935839726028,1.101205442707224,1.135364035206693,1.0448527775342464,1.0389599047787654,1.0668007638692418,1.0411553428767122,1.0354432077206606,1.0629271327202332,1.0688120489041095,1.1019087821188451,1.1361387614364946,1.0673427665753425,1.1001504335897925,1.1342019458619905,1.1001867089041095,1.1019087821188451,1.1361387614364946,1.0985524165753426,1.1001504335897925,1.1342019458619905,1.0375630582191782,1.0319265106625555,1.0590535015712246,1.033970773561644,1.0284098136044504,1.0551798704222162,1.0678624615068493,1.1008537730014134,1.134976672091792,1.0662747691780823,1.099095424472361,1.133039856517288,1.0991403915068494,1.1008537730014134,1.134976672091792,1.0973876891780823,1.099095424472361,1.133039856517288,1.0304893289041097,1.0248931165463455,1.0513062392732078,1.0267918942465755,1.0213764194882404,1.0474326081241991,1.066912874109589,1.099798763883982,1.1338145827470896,1.065325181780822,1.0980404153549295,1.1318777671725853,1.098094074109589,1.099798763883982,1.1338145827470896,1.096341371780822,1.0980404153549295,1.1318777671725853,1.023199609589041,1.0178597224301356,1.0435589769751905,1.0196073249315067,1.0143430253720305,1.0396853458261819,1.0660741267123288,1.0987437547665504,1.132652493402387,1.0643755943835618,1.0969854062374977,1.1307156778278826,1.097152906712329,1.0987437547665504,1.132652493402387,1.0952950543835618,1.0969854062374977,1.1307156778278826
2017-03-27,1.3173,1.1172,1.1806,1.109455301369863,1.1125959605516342,1.1243232984229332,1.1051787564383562,1.108275154880355,1.119855901028263,1.249425417260274,1.1825930124263537,1.196695136216591,1.2468049447945204,1.180432609590714,1.194461437519256,1.138750107260274,1.1825930124263537,1.196695136216591,1.1366899147945204,1.180432609590714,1.194461437519256,1.1010139315068492,1.1039543492090762,1.1153885036335929,1.0966056565753424,1.0996335435377973,1.1109211062389226,1.2478046417808217,1.18129677072497,1.1953549169981899,1.2454139493150684,1.1791363678893305,1.1931212183008548,1.137469501780822,1.18129677072497,1.1953549169981899,1.1356590993150686,1.1791363678893305,1.1931212183008548,1.0923291116438356,1.0953127378665184,1.1064537088442523,1.0880525667123286,1.090991932195239,1.101986311449582,1.24630192630137,1.1800005290235862,1.1940146977797887,1.2437931738356163,1.177840126187947,1.1917809990824537,1.13630695630137,1.1800005290235862,1.1940146977797887,1.1343784938356163,1.177840126187947,1.1917809990824537,1.083887741780822,1.0866711265239601,1.097518914054912,1.079479466849315,1.0823503208526812,1.0930515166602417,1.2447992108219177,1.1787042873222027,1.1926744785613876,1.2422904583561643,1.1765438844865632,1.1904407798640526,1.1351444108219177,1.1787042873222027,1.1926744785613876,1.1332159483561641,1.1765438844865632,1.1904407798640526,1.0752029219178083,1.0780295151814023,1.0885841192655716,1.0709263769863013,1.0737087095101232,1.0841167218709011,1.2434082153424657,1.1774080456208191,1.1913342593429865,1.2407877428767125,1.1752476427851795,1.1891005606456515,1.1341135953424657,1.1774080456208191,1.1913342593429865,1.1320534028767124,1.1752476427851795,1.1891005606456515
2017-03-26,1.08145,1.0825,1.1767,1.0484714452054795,1.0433715724126253,1.0754732051227809,1.0448997724657534,1.03986367433281,1.0715640366340886,1.0856135695890412,1.100199521305634,1.138801734639596,1.083825413219178,1.0984455722657263,1.1368471503952498,1.086194324589041,1.100199521305634,1.138801734639596,1.0844032282191782,1.0984455722657263,1.1368471503952498,1.0414363497260273,1.0363557762529947,1.0676548681453961,1.0377565319863014,1.0328478781731794,1.0637456996567038,1.0844917237671232,1.0991471518816893,1.1376289840929883,1.0829294873972604,1.0973932028417819,1.135674399848642,1.0850706937671233,1.0991471518816893,1.1376289840929883,1.0835054123972603,1.0973932028417819,1.135674399848642,1.0341848592465752,1.029339980093364,1.0598365311680116,1.0306131865068493,1.0258320820135487,1.055927362679319,1.0834875479452055,1.0980947824577447,1.1364562335463806,1.0818076415753426,1.096340833417837,1.1345016493020343,1.0840647329452056,1.0980947824577447,1.1364562335463806,1.0823817815753425,1.096340833417837,1.1345016493020343,1.0271497637671234,1.0223241839337331,1.052018194190627,1.0234699460273973,1.0188162858539178,1.0481090257019348,1.0824833721232876,1.0970424130338001,1.1352834829997729,1.0808034657534247,1.0952884639938927,1.1333288987554266,1.0830587721232876,1.0970424130338001,1.1352834829997729,1.0813758207534248,1.0952884639938927,1.1333288987554266,1.0198982732876714,1.0153083877741025,1.0441998572132425,1.0163266005479452,1.0118004896942872,1.0402906887245502,1.08158744630137,1.0959900436098557,1.134110732453165,1.079799289931507,1.0942360945699479,1.1321561482088192,1.0821609563013699,1.0959900436098557,1.134110732453165,1.080369859931507,1.0942360945699479,1.1321561482088192
2017-03-24,0.9475,1.084,1.1768,1.0207789452054796,1.0113206357478288,1.0496090906021953,1.0175500424657535,1.0082133743763235,1.0460232235450102,0.995608929589041,1.061658269966216,1.107700136928592,0.9942884582191781,1.0601046392804636,1.1059072033999993,1.0711070795890412,1.061658269966216,1.107700136928592,1.069404408219178,1.0601046392804636,1.1059072033999993,1.0144295397260275,1.005106113004818,1.0424373564878253,1.0111058869863014,1.0019988516333127,1.0388514894306402,0.9947677187671233,1.0607260915547645,1.1066243768114363,0.9936733273972603,1.0591724608690118,1.1048314432828439,1.0700338187671232,1.0607260915547645,1.1066243768114363,1.0685435773972602,1.0591724608690118,1.1048314432828439,1.0078769842465753,0.9988915902618074,1.0352656223734553,1.0046480815068493,0.9957843288903019,1.0316797553162702,0.9940441879452055,1.059793913143313,1.1055486166942807,0.9928321165753424,1.0582402824575603,1.1037556831656883,1.0690782379452055,1.059793913143313,1.1055486166942807,1.0674703165753425,1.0582402824575603,1.1037556831656883,1.0015275787671234,0.9926770675187965,1.0280938882590855,0.9982039260273973,0.9895698061472911,1.0245080212019004,0.9933206571232875,1.0588617347318614,1.1044728565771254,0.9921085857534248,1.0573081040461088,1.102679923048533,1.0681226571232876,1.0588617347318614,1.1044728565771254,1.0665147357534248,1.0573081040461088,1.102679923048533,0.9949750232876713,0.9864625447757855,1.0209221541447153,0.9917461205479452,0.9833552834042802,1.0173362870875304,0.9927055263013699,1.0579295563204099,1.1033970964599698,0.9913850549315071,1.056375925634657,1.1016041629313773,1.0672618263013698,1.0579295563204099,1.1033970964599698,1.0655591549315069,1.056375925634657,1.1016041629313773
2017-03-23,1.0689,1.0267,1.1808,1.033342219178082,1.026437002348774,1.0767910284667543,1.0300395101369864,1.0232195535180446,1.0729441543095501,1.0713795516438356,1.0785596734065925,1.1391103898134638,1.0697021971232876,1.0769509489912277,1.1371869527348617,1.0480387316438355,1.0785596734065925,1.1391103898134638,1.0464795371232876,1.0769509489912277,1.1371869527348617,1.0268394710958904,1.020002104687315,1.0690972801523457,1.0234298720547945,1.0167846558565854,1.0652504059951413,1.0703228249315067,1.0775944387573735,1.1379563275663025,1.068866220410959,1.0759857143420088,1.1360328904877004,1.0470537449315067,1.0775944387573735,1.1379563275663025,1.045719520410959,1.0759857143420088,1.1360328904877004,1.0201271630136985,1.013567207025856,1.0614035318379371,1.0168244539726028,1.0103497581951264,1.057556657680733,1.069384178219178,1.0766292041081547,1.1368022653191412,1.06780949369863,1.0750204796927898,1.1348788282405389,1.0461868382191781,1.0766292041081547,1.1368022653191412,1.04473453369863,1.0750204796927898,1.1348788282405389,1.013624414931507,1.0071323093643967,1.0537097835235285,1.010214815890411,1.0039148605336672,1.0498629093663243,1.068445531506849,1.0756639694589358,1.13564820307198,1.0668708469863013,1.0740552450435712,1.1337247659933778,1.0453199315068493,1.0756639694589358,1.13564820307198,1.0438676269863014,1.0740552450435712,1.1337247659933778,1.0069121068493152,1.0006974117029377,1.04601603520912,1.0036093978082192,0.9974799628722082,1.0421691610519157,1.0676095547945206,1.074698734809717,1.1344941408248186,1.0659322002739726,1.0730900103943521,1.1325707037462165,1.0445599147945204,1.074698734809717,1.1344941408248186,1.0430007202739726,1.0730900103943521,1.1325707037462165
2017-03-22,0.9049,1.0369,1.1786,1.0000755068493152,0.988134952581246,1.0428394505696863,0.9971294821917809,0.9853414848520626,1.0393621766156473,0.9616319563013698,1.0333891297940168,1.0991712886251164,0.9605015239726027,1.031992395929425,1.0974326516480968,1.0346411563013698,1.0333891297940168,1.0991712886251164,1.0331411239726027,1.031992395929425,1.0974326516480968,0.9942871475342466,0.9825480171228791,1.0358849026616084,0.9912506328767123,0.9797545493936959,1.0324076287075696,0.9609037189041096,1.0325510894752619,1.0981281064389046,0.9599948365753426,1.0311543556106701,1.0963894694618852,1.0336885189041096,1.0325510894752619,1.0981281064389046,1.0323968365753424,1.0311543556106701,1.0963894694618852,0.9883046082191781,0.9769610816645125,1.0289303547535307,0.9853585835616439,0.9741676139353291,1.0254530807994917,0.9602933415068494,1.0317130491565065,1.0970849242526928,0.9592665991780822,1.0303163152919148,1.0953462872756734,1.0328537415068493,1.0317130491565065,1.0970849242526928,1.031444199178082,1.0303163152919148,1.0953462872756734,0.9825162489041097,0.9713741462061456,1.021975806845453,0.9794797342465753,0.9685806784769622,1.0184985328914142,0.959682964109589,1.0308750088377516,1.0960417420664812,0.958656221780822,1.02947827497316,1.0943031050894616,1.032018964109589,1.0308750088377516,1.0960417420664812,1.030609421780822,1.02947827497316,1.0943031050894616,0.9765337095890412,0.9657872107477788,1.015021258937375,0.9735876849315068,0.9629937430185955,1.0115439849833363,0.9591762767123289,1.0300369685189967,1.0949985598802694,0.9580458443835617,1.0286402346544048,1.09325992290325,1.0312746767123289,1.0300369685189967,1.0949985598802694,1.0297746443835618,1.0286402346544048,1.09325992290325
2017-03-21,1.1342,1.0356,1.1786,1.0466172328767125,1.0421550624101692,1.0859580312003678,1.043016434520548,1.0386075761848366,1.0818630078651577,1.1156467342465752,1.0996243392605571,1.1522974092307712,1.1136831550684931,1.0978505961478908,1.150249897563166,1.0611110742465755,1.0996243392605571,1.1522974092307712,1.0594235750684933,1.0978505961478908,1.150249897563166,1.0395191961643837,1.035060089959504,1.0777679845299477,1.0358049778082192,1.0315126037341713,1.0736729611947378,1.1144185827397262,1.0985600933929573,1.151068902230208,1.112676423561644,1.096786350280291,1.149021390562603,1.0600505427397262,1.0985600933929573,1.151068902230208,1.058594323561644,1.096786350280291,1.149021390562603,1.0322041794520547,1.027965117508839,1.0695779378595276,1.0286033810958903,1.024417631283506,1.0654829145243174,1.113308291232877,1.0974958475253573,1.149840395229645,1.1114482720547945,1.0957221044126912,1.14779288356204,1.059107871232877,1.0974958475253573,1.149840395229645,1.0575337920547945,1.0957221044126912,1.14779288356204,1.0251061427397261,1.0208701450581734,1.0613878911891075,1.0213919243835616,1.017322658832841,1.0572928678538975,1.1121979997260274,1.0964316016577578,1.1486118882290821,1.1103379805479452,1.0946578585450917,1.1465643765614768,1.0581651997260273,1.0964316016577578,1.1486118882290821,1.0565911205479452,1.0946578585450917,1.1465643765614768,1.0177911260273973,1.0137751726075082,1.0531978445186874,1.014190327671233,1.0102276863821757,1.0491028211834772,1.1111912682191782,1.095367355790158,1.147383381228519,1.109227689041096,1.0935936126774917,1.145335869560914,1.0573359482191782,1.095367355790158,1.147383381228519,1.055648449041096,1.0935936126774917,1.145335869560914
