,2017-11-13,2017-11-14,2017-11-15,2017-11-16,2017-11-17
74,21470.753453012727,21338.649519677903,21285.368778454704,21414.78035292406,21276.934995065178
75,15305.831216126784,15302.89429406029,15284.18348461542,15311.201673596493,15305.046943219757
76,10164.399860179135,10150.80235376343,10125.806356727484,10146.862777903523,10138.899843562303
77,5588.996883425672,5504.857115298436,5504.198426117342,5579.625304081831,5505.745664944287
78,2185.4242787187727,2158.2119847075855,2158.1280496307777,2181.4477793339265,2155.594612133499
79,1016.4399860179127,1015.0802353763422,1012.5806356727476,1014.6862777903516,1013.8899843562297
80,1016.4399860179127,1015.0802353763422,1012.5806356727476,1014.6862777903516,1013.8899843562297
81,2032.8799720358252,2030.1604707526847,2025.161271345495,2029.372555580703,2027.779968712459
82,5463.560696796927,5395.52996176896,5395.3201240769395,5453.619448334813,5388.986530333744
83,10927.12139359386,10791.059923537927,10790.640248153886,10907.23889666963,10777.973060667493
84,16103.065089759537,16003.987139758423,15964.026583841021,16061.08526469304,15957.70124629888
85,21854.24278718772,21582.119847075854,21581.280496307772,21814.47779333926,21555.946121334986
86,32206.13017951908,32007.974279516857,31928.05316768205,32122.170529386087,31915.402492597772
87,54635.60696796932,53955.29961768964,53953.20124076944,54536.19448334817,53889.86530333747
88,109271.21393593863,107910.59923537928,107906.40248153888,109072.38896669634,107779.73060667494
89,218542.42787187718,215821.19847075842,215812.80496307762,218144.77793339253,215559.4612133498
90,214707.5345301271,213386.49519677888,212853.68778454684,214147.80352924045,212769.34995065164
91,107353.76726506355,106693.24759838944,106426.84389227342,107073.90176462023,106384.67497532582
92,54635.60696796932,53955.29961768964,53953.20124076944,54536.19448334817,53889.86530333747
93,33533.98130055401,33029.14269179059,33025.19055670404,33477.75182449096,33034.4739896657
94,21854.24278718772,21582.119847075854,21581.280496307772,21814.47779333926,21555.946121334986
95,15305.831216126784,15302.89429406029,15284.18348461542,15311.201673596493,15305.046943219757
96,10735.376726506356,10669.324759838946,10642.684389227343,10707.390176462024,10638.467497532583
97,5463.560696796927,5395.52996176896,5395.3201240769395,5453.619448334813,5388.986530333744
98,2185.4242787187727,2158.2119847075855,2158.1280496307777,2181.4477793339265,2155.594612133499
99,1073.5376726506356,1066.9324759838946,1064.2684389227345,1070.7390176462025,1063.8467497532586
