,2017-11-13,2017-11-14,2017-11-15,2017-11-16,2017-11-17
87,54524.67880934912,54356.029186956606,54121.789111152866,54407.12529997783,54216.657313506206
88,109049.35761869821,108712.0583739132,108243.57822230572,108814.25059995566,108433.31462701238
89,218098.71523739642,217424.1167478264,216487.15644461144,217628.50119991132,216866.62925402477
90,214392.93115992215,213944.4852097036,212720.79275600263,213933.6352828713,212660.6163711793
91,107196.46557996108,106972.2426048518,106360.39637800131,106966.81764143566,106330.30818558965
92,54524.67880934912,54356.029186956606,54121.789111152866,54407.12529997783,54216.657313506206
93,32858.228575375055,32749.502297616065,32601.804499128906,32809.807426756975,32754.619130543953
94,21809.871523739643,21742.41167478264,21648.715644461146,21762.850119991133,21686.66292540248
95,15575.930311893404,15575.562929117134,15545.144169010713,15572.741136297947,15556.301658608736
96,10719.646557996108,10697.224260485178,10636.039637800131,10696.681764143565,10633.030818558964
97,5452.467880934911,5435.60291869566,5412.178911115287,5440.712529997783,5421.66573135062
98,2180.9871523739644,2174.2411674782643,2164.8715644461145,2176.2850119991144,2168.666292540248
99,1071.9646557996111,1069.7224260485182,1063.6039637800136,1069.6681764143568,1063.3030818558968
