,2017/7/3,2017/7/4,2017/7/5,2017/7/6,2017/7/7,2017/7/10,2017/7/11,2017/7/12,2017/7/13,2017/7/14,2017/7/17,2017/7/18,2017/7/19,2017/7/20,2017/7/21,2017/7/24,2017/7/25,2017/7/26,2017/7/27,2017/7/28,2017/7/31,2017/8/1,2017/8/2,2017/8/3,2017/8/4,2017/8/7,2017/8/8,2017/8/9,2017/8/10,2017/8/11,2017/8/14,2017/8/15,2017/8/16,2017/8/17,2017/8/18,2017/8/21,2017/8/22,2017/8/23,2017/8/24,2017/8/25,2017/8/28,2017/8/29,2017/8/30,2017/8/31,2017/9/1,2017/9/4,2017/9/5,2017/9/6,2017/9/7,2017/9/8,2017/9/11,2017/9/12,2017/9/13,2017/9/14,2017/9/15,2017/9/18,2017/9/19,2017/9/20,2017/9/21,2017/9/22,2017/9/25,2017/9/26,2017/9/27,2017/9/28,2017/9/29,2017/9/30,2017/10/3,2017/10/4,2017/10/6,2017/10/9,2017/10/10,2017/10/11,2017/10/12,2017/10/13,2017/10/16,2017/10/17,2017/10/18,2017/10/19,2017/10/20,2017/10/23,2017/10/24,2017/10/25,2017/10/26,2017/10/27
46,30001.23995,29911.10588,29956.13098,29944.38004,29904.30409,29982.58529,30117.46377,30213.04657,30292.89188,30375.19065,30353.06352,30373.99251,30457.02891,30459.23303,30419.59056,30465.45042,30465.13666,30510.88973,30523.11516,30463.87295,30563.9148,30603.09406,30644.19791,30609.4399,30639.3865,30767.06019,30811.72637,30746.45928,30536.9888,30344.23078,30494.62849,30500.78829,30602.67485,30580.34521,30519.1303,30568.33772,30658.06691,30690.75173,30719.60464,30832.9975,30760.77546,30732.60727,30781.12822,30799.78998,30804.01157,30706.71189,30673.60673,30679.3188,30679.24871,30668.35198,30750.9898,30844.85726,30854.71265,30853.94764,30876.22053,30972.36718,30951.25552,31043.01045,31076.94492,31025.52642,30857.26574,30869.29444,30870.56356,30855.31106,30948.95645,30950.12127,30951.28586,30952.45058,30953.60865,31276.43917,31308.03117,31223.57734,31247.14224,31290.33347,31344.76405,31324.59686,31417.0025,31268.13521,31379.93691,31367.35029,31405.45275,31534.71761,31473.53306,31617.19503
47,50002.0688,49756.09049,49886.96527,49891.17818,49792.02593,49971.16102,50304.06517,50506.83573,50715.81105,50916.42431,50839.76388,50892.56947,51136.96571,51142.32521,51035.83621,51150.08672,51123.5995,51210.40761,51234.34924,51101.49075,51365.80464,51461.87646,51564.79623,51461.43812,51538.72443,51847.4513,51950.67233,51800.24446,51303.8866,50782.1216,51146.20299,51161.04111,51395.09632,51395.3188,51254.7372,51388.08749,51593.62617,51654.55572,51704.22533,52011.41045,51869.95973,51795.8119,51914.58845,51959.92321,51976.01386,51730.36418,51698.56653,51697.30973,51683.99601,51676.24822,51832.95149,52061.44716,52097.53095,52085.32337,52103.32502,52337.40766,52274.16685,52506.85315,52581.52784,52445.22143,52010.5525,52028.7471,52036.58539,51996.85076,52219.18184,52221.12528,52223.06835,52225.01162,52226.94381,52992.42216,53071.69202,52873.68899,52949.48656,53042.12698,53162.51703,53150.75608,53236.0167,52912.56722,53222.06533,53205.26482,53137.5702,53395.63567,53237.54991,53443.65487
48,100005.484,99901.94005,99967.70127,99889.5452,99836.42804,99982.32289,100202.5199,100412.7424,100532.0984,100678.3362,100647.4206,100676.1404,100792.9599,100829.3703,100765.2788,100831.4486,100861.4718,100980.6034,101006.1122,100915.2414,101037.7616,101153.6731,101183.5018,101130.4295,101123.2473,101324.7602,101419.9544,101304.0158,100944.8251,100681.0272,100950.4105,100976.937,101155.4737,101029.8015,100918.1248,100987.9365,101166.0581,101253.2771,101328.8033,101535.5968,101428.9025,101402.8793,101480.2976,101479.5494,101471.6173,101343.2893,101205.7941,101254.616,101255.3404,101213.9841,101456.9271,101602.0416,101590.1821,101598.6482,101695.4722,101863.748,101838.8828,101970.2773,102022.4659,101975.0656,101773.055,101838.1094,101843.7224,101808.3083,101984.0757,101989.2274,101994.378,101999.5292,102004.6511,102565.4039,102609.3012,102489.4885,102497.5071,102598.211,102690.268,102624.1972,102926.9323,102439.2202,102805.4997,102764.264,102889.0936,103312.5851,103112.1351,103582.7938
49,200010.9679,199803.8801,199935.4025,199779.0904,199672.8561,199964.6458,200405.0399,200825.4847,201064.1968,201356.6724,201294.8412,201352.2808,201585.9198,201658.7406,201530.5576,201662.8972,201722.9437,201961.2067,202012.2243,201830.4828,202075.5233,202307.3462,202367.0037,202260.8589,202246.4945,202649.5205,202839.9087,202608.0317,201889.6502,201362.0545,201900.821,201953.8741,202310.9474,202059.603,201836.2497,201975.8729,202332.1163,202506.5542,202657.6065,203071.1936,202857.8051,202805.7586,202960.5952,202959.0988,202943.2346,202686.5786,202411.5883,202509.232,202510.6808,202427.9682,202913.8541,203204.0832,203180.3642,203197.2963,203390.9444,203727.4961,203677.7656,203940.5547,204044.9318,203950.1312,203546.1099,203676.2189,203687.4448,203616.6166,203968.1514,203978.4547,203988.7561,203999.0585,204009.3021,205130.8078,205218.6025,204978.977,204995.0141,205196.4221,205380.5361,205248.3945,205853.8646,204878.4403,205610.9995,205528.5281,205778.1871,206625.1703,206224.2702,207165.5877
50,200010.9679,199803.8801,199935.4025,199779.0904,199672.8561,199964.6458,200405.0399,200825.4847,201064.1968,201356.6724,201294.8412,201352.2808,201585.9198,201658.7406,201530.5576,201662.8972,201722.9437,201961.2067,202012.2243,201830.4828,202075.5233,202307.3462,202367.0037,202260.8589,202246.4945,202649.5205,202839.9087,202608.0317,201889.6502,201362.0545,201900.821,201953.8741,202310.9474,202059.603,201836.2497,201975.8729,202332.1163,202506.5542,202657.6065,203071.1936,202857.8051,202805.7586,202960.5952,202959.0988,202943.2346,202686.5786,202411.5883,202509.232,202510.6808,202427.9682,202913.8541,203204.0832,203180.3642,203197.2963,203390.9444,203727.4961,203677.7656,203940.5547,204044.9318,203950.1312,203546.1099,203676.2189,203687.4448,203616.6166,203968.1514,203978.4547,203988.7561,203999.0585,204009.3021,205130.8078,205218.6025,204978.977,204995.0141,205196.4221,205121.0562,205017.9663,205732.9995,205182.2687,205443.7494,205414.5379,205906.8753,206510.6412,206372.5982,207247.2682
51,100005.484,99901.94005,99967.70127,99889.5452,99836.42804,99982.32289,100202.5199,100412.7424,100532.0984,100678.3362,100647.4206,100676.1404,100792.9599,100829.3703,100765.2788,100831.4486,100861.4718,100980.6034,101006.1122,100915.2414,101037.7616,101153.6731,101183.5018,101130.4295,101123.2473,101324.7602,101419.9544,101304.0158,100944.8251,100681.0272,100950.4105,100976.937,101155.4737,101029.8015,100918.1248,100987.9365,101166.0581,101253.2771,101328.8033,101535.5968,101428.9025,101402.8793,101480.2976,101479.5494,101471.6173,101343.2893,101205.7941,101254.616,101255.3404,101213.9841,101456.9271,101602.0416,101590.1821,101598.6482,101695.4722,101863.748,101838.8828,101970.2773,102022.4659,101975.0656,101773.055,101838.1094,101843.7224,101808.3083,101984.0757,101989.2274,101994.378,101999.5292,102004.6511,102565.4039,102609.3012,102489.4885,102497.5071,102598.211,102560.5281,102508.9832,102866.4997,102591.1343,102721.8747,102707.2689,102953.4377,103255.3206,103186.2991,103623.6341
52,50002.06659,49851.84313,49926.88497,49907.30007,49840.50682,49970.97548,50195.77294,50355.07762,50488.15314,50625.31776,50588.4392,50623.32084,50761.71486,50765.38838,50699.3176,50775.7507,50775.22776,50851.48288,50871.85861,50773.12159,50939.85801,51005.15677,51073.66318,51015.73317,51065.64417,51278.43364,51352.87728,51244.0988,50894.98134,50573.71796,50824.38082,50834.64716,51004.45809,50967.24202,50865.21716,50947.22953,51096.77819,51151.25289,51199.34106,51388.32917,51267.95909,51221.01211,51301.88037,51332.9833,51340.01928,51177.85315,51122.67788,51132.198,51132.08118,51113.91997,51251.64967,51408.09544,51424.52109,51423.24607,51460.36756,51620.61196,51585.42586,51738.35075,51794.9082,51709.21071,51428.77623,51448.82406,51450.93927,51425.51843,51581.59409,51583.53544,51585.47643,51587.41763,51589.34774,52127.39861,52180.05195,52039.29556,52078.5704,52150.55578,52241.27341,52207.66144,52361.67083,52113.55868,52299.89484,52278.91715,52342.42125,52557.86269,52455.88843,52695.32505
53,30001.24128,29853.65429,29932.17916,29934.70691,29875.21556,29982.69661,30182.4391,30304.10144,30429.48663,30549.85458,30503.85833,30535.54168,30682.17943,30685.39513,30621.50173,30690.05203,30674.1597,30726.24457,30740.60955,30660.89445,30819.48279,30877.12588,30938.87774,30876.86287,30923.23466,31108.47078,31170.4034,31080.14667,30782.33196,30469.27296,30687.72179,30696.62467,30837.05779,30837.19128,30752.84232,30832.8525,30956.1757,30992.73343,31022.5352,31206.84627,31121.97584,31077.48714,31148.75307,31175.95392,31185.60832,31038.21851,31019.13992,31018.38584,31010.3976,31005.74893,31099.77089,31236.86829,31258.51857,31251.19402,31261.99501,31402.4446,31364.50011,31504.11189,31548.9167,31467.13286,31206.3315,31217.24826,31221.95124,31198.11046,31331.50911,31332.67517,31333.84101,31335.00697,31336.16629,31795.4533,31843.01521,31724.21339,31769.69194,31825.27619,31897.51022,31890.45365,31941.61002,31747.54033,31933.2392,31923.15889,31882.54212,32037.3814,31942.52995,32066.19292
54,20000.82752,19902.4362,19954.78611,19956.47127,19916.81037,19988.46441,20121.62607,20202.73429,20286.32442,20366.56972,20335.90555,20357.02779,20454.78629,20456.93008,20414.33449,20460.03469,20449.4398,20484.16305,20493.7397,20440.5963,20546.32186,20584.75058,20625.91849,20584.57525,20615.48977,20738.98052,20780.26893,20720.09778,20521.55464,20312.84864,20458.48119,20464.41644,20558.03853,20558.12752,20501.89488,20555.235,20637.45047,20661.82229,20681.69013,20804.56418,20747.98389,20718.32476,20765.83538,20783.96928,20790.40555,20692.14567,20679.42661,20678.92389,20673.5984,20670.49929,20733.18059,20824.57886,20839.01238,20834.12935,20841.33001,20934.96307,20909.66674,21002.74126,21032.61114,20978.08857,20804.221,20811.49884,20814.63416,20798.7403,20887.67274,20888.45011,20889.22734,20890.00465,20890.77752,21196.96886,21228.67681,21149.4756,21179.79462,21216.85079,21265.00681,21260.30243,21294.40668,21165.02689,21288.82613,21282.10593,21255.02808,21358.25427,21295.01997,21377.46195
55,15000.81429,14985.2746,14995.18701,14983.45562,14975.48029,14997.41294,15030.43469,15061.96045,15079.85636,15101.84086,15097.19603,15101.49605,15119.01157,15124.46563,15114.8443,15124.81864,15129.31418,15147.17623,15150.99499,15137.35699,15155.78392,15173.16315,15177.62992,15169.66156,15168.57676,15198.85265,15213.12438,15195.72602,15141.83982,15102.26288,15142.71942,15146.69116,15173.46451,15154.60625,15137.84749,15148.31192,15175.02291,15188.15526,15199.47729,15230.48879,15214.47725,15210.56658,15222.17196,15222.05231,15220.85512,15201.65453,15181.0229,15188.33865,15188.43996,15182.2292,15218.71835,15240.47801,15238.69181,15239.95307,15254.52561,15279.75973,15276.02246,15295.72416,15303.5446,15296.4831,15266.17334,15275.92295,15276.7564,15271.43579,15297.79314,15298.55808,15299.32288,15300.08776,15300.84828,15385.06604,15391.64285,15373.66308,15374.85748,15390.01134,15384.24601,15376.399,15430.34225,15388.81706,15408.30747,15406.47785,15443.7537,15489.56659,15479.40871,15544.92722
56,10000.54286,9990.183064,9996.791338,9988.970412,9983.653528,9998.275295,10020.28979,10041.30696,10053.23757,10067.89391,10064.79736,10067.66404,10079.34105,10082.97709,10076.56287,10083.21243,10086.20946,10098.11749,10100.66333,10091.57132,10103.85595,10115.4421,10118.41995,10113.10771,10112.38451,10132.56843,10142.08292,10130.48401,10094.55988,10068.17525,10095.14628,10097.79411,10115.643,10103.07083,10091.89833,10098.87461,10116.68194,10125.43684,10132.98486,10153.65919,10142.98483,10140.37772,10148.11464,10148.03488,10147.23675,10134.43635,10120.68194,10125.5591,10125.62664,10121.48613,10145.81223,10160.31867,10159.12788,10159.96872,10169.68374,10186.50649,10184.01498,10197.14944,10202.36307,10197.6554,10177.44889,10183.94864,10184.50427,10180.95719,10198.52876,10199.03872,10199.54859,10200.05851,10200.56552,10256.71069,10261.09523,10249.10872,10249.90498,10260.00756,10256.16401,10250.93266,10286.89484,10259.21137,10272.20498,10270.98523,10295.8358,10326.37773,10319.6058,10363.28481
57,5000.20688,4975.609049,4988.696527,4989.117818,4979.202593,4997.116102,5030.406517,5050.683573,5071.581105,5091.642431,5083.976388,5089.256947,5113.696571,5114.232521,5103.583621,5115.008672,5112.35995,5121.040761,5123.434924,5110.149075,5136.580464,5146.187646,5156.479623,5146.143812,5153.872443,5184.74513,5195.067233,5180.024446,5130.38866,5078.21216,5114.620299,5116.104111,5139.509632,5139.53188,5125.47372,5138.808749,5159.362617,5165.455572,5170.422533,5201.141045,5186.995973,5179.58119,5191.458845,5195.992321,5197.601386,5173.036418,5169.856653,5169.730973,5168.399601,5167.624822,5183.295149,5206.144716,5209.753095,5208.532337,5210.332502,5233.740766,5227.416685,5250.685315,5258.152784,5244.522143,5201.05525,5202.87471,5203.658539,5199.685076,5221.918184,5222.112528,5222.306835,5222.501162,5222.694381,5299.242216,5307.169202,5287.368899,5294.948656,5304.212698,5316.251703,5315.075608,5323.60167,5291.256722,5322.206533,5320.526482,5313.75702,5339.563567,5323.754991,5344.365487
58,2000.082752,1990.24362,1995.478611,1995.647127,1991.681037,1998.846441,2012.162607,2020.273429,2028.632442,2036.656972,2033.590555,2035.702779,2045.478629,2045.693008,2041.433449,2046.003469,2044.94398,2048.416305,2049.37397,2044.05963,2054.632186,2058.475058,2062.591849,2058.457525,2061.548977,2073.898052,2078.026893,2072.009778,2052.155464,2031.284864,2045.848119,2046.441644,2055.803853,2055.812752,2050.189488,2055.5235,2063.745047,2066.182229,2068.169013,2080.456418,2074.798389,2071.832476,2076.583538,2078.396928,2079.040555,2069.214567,2067.942661,2067.892389,2067.35984,2067.049929,2073.318059,2082.457886,2083.901238,2083.412935,2084.133001,2093.496307,2090.966674,2100.274126,2103.261114,2097.808857,2080.4221,2081.149884,2081.463416,2079.87403,2088.767274,2088.845011,2088.922734,2089.000465,2089.077752,2119.696886,2122.867681,2114.94756,2117.979462,2121.685079,2126.500681,2126.030243,2129.440668,2116.502689,2128.882613,2128.210593,2125.502808,2135.825427,2129.501997,2137.746195
59,1000.075267,999.4794696,999.9843915,999.3895642,999.2055375,1000.16337,1001.54763,1002.978313,1003.765654,1004.771254,1004.558799,1004.798445,1005.608364,1005.870693,1005.49451,1005.909363,1006.206776,1006.992627,1007.110043,1006.581425,1007.325136,1008.081124,1008.329621,1008.007472,1008.010878,1009.335355,1009.902545,1009.192366,1006.682441,1005.085328,1006.935121,1007.152627,1008.339583,1007.310762,1006.638376,1007.112177,1008.38752,1008.90005,1009.332719,1010.68602,1010.013478,1009.890529,1010.433697,1010.541399,1010.537698,1009.780813,1008.690111,1009.065459,1009.094511,1008.78653,1010.491724,1011.559412,1011.565569,1011.669027,1012.316636,1013.410534,1013.344947,1014.24178,1014.602757,1014.352744,1013.136813,1013.617047,1013.694085,1013.67341,1014.882936,1014.953642,1015.024335,1015.095035,1015.165332,1018.860671,1019.14607,1018.355582,1018.408244,1019.09318,1019.714946,1019.572214,1020.068763,1018.719509,1020.166078,1019.529208,1019.650224,1020.369676,1019.422832,1021.35011
60,1000.073064,999.4751155,999.9928338,999.395889,999.2098058,1000.180487,1001.562674,1002.991339,1003.77669,1004.795249,1004.580806,1004.818344,1005.626297,1005.886635,1005.508436,1005.936254,1006.23156,1007.015373,1007.130783,1006.600205,1007.35689,1008.11089,1008.357386,1008.033246,1008.03467,1009.372134,1009.937362,1009.225173,1006.713235,1005.114194,1006.977001,1007.192589,1008.377645,1007.346854,1006.672542,1007.144402,1008.417818,1008.943484,1009.374323,1010.725627,1010.051122,1009.926266,1010.467479,1010.573213,1010.567555,1009.823567,1008.730916,1009.104264,1009.131366,1008.821444,1010.539296,1011.604988,1011.609217,1011.710379,1012.370971,1013.462944,1013.395372,1014.290218,1014.649116,1014.411981,1013.193885,1013.671849,1013.746631,1013.723702,1014.931167,1014.999804,1015.068428,1015.137058,1015.205297,1018.928451,1019.211784,1018.41921,1018.469646,1019.16739,1019.787057,1019.642215,1020.136658,1018.785235,1020.2447,1019.605831,1019.724813,1020.44207,1019.493256,1021.418558
61,2000.146128,1998.950231,1999.985668,1998.791778,1998.419612,2000.360973,2003.125349,2005.982678,2007.55338,2009.590498,2009.161612,2009.636688,2011.252594,2011.773271,2011.016872,2011.872509,2012.46312,2014.030747,2014.261566,2013.20041,2014.713781,2016.22178,2016.714773,2016.066493,2016.06934,2018.744268,2019.874724,2018.450346,2013.426469,2010.228388,2013.954002,2014.385177,2016.755289,2014.693707,2013.345084,2014.288804,2016.835636,2017.886969,2018.748646,2021.451255,2020.102243,2019.852531,2020.934958,2021.146426,2021.135109,2019.647134,2017.461831,2018.208528,2018.262732,2017.642888,2021.078592,2023.209976,2023.218434,2023.420758,2024.741942,2026.925889,2026.790744,2028.580436,2029.298233,2028.823962,2026.38777,2027.343697,2027.493263,2027.447403,2029.862335,2029.999608,2030.136855,2030.274117,2030.410595,2037.856902,2038.423567,2036.83842,2036.939293,2038.334779,2039.574114,2039.28443,2040.273315,2037.570471,2040.489401,2039.211662,2039.449627,2040.88414,2038.986513,2042.837117
62,5000.20688,4975.609049,4988.696527,4989.117818,4979.202593,4997.116102,5030.406517,5050.683573,5071.581105,5091.642431,5083.976388,5089.256947,5113.696571,5114.232521,5103.583621,5115.008672,5112.35995,5121.040761,5123.434924,5110.149075,5136.580464,5146.187646,5156.479623,5146.143812,5153.872443,5184.74513,5195.067233,5180.024446,5130.38866,5078.21216,5114.620299,5116.104111,5139.509632,5139.53188,5125.47372,5138.808749,5159.362617,5165.455572,5170.422533,5201.141045,5186.995973,5179.58119,5191.458845,5195.992321,5197.601386,5173.036418,5169.856653,5169.730973,5168.399601,5167.624822,5183.295149,5206.144716,5209.753095,5208.532337,5210.332502,5233.740766,5227.416685,5250.685315,5258.152784,5244.522143,5201.05525,5202.87471,5203.658539,5199.685076,5221.918184,5222.112528,5222.306835,5222.501162,5222.694381,5299.242216,5307.169202,5287.368899,5294.948656,5304.212698,5316.251703,5315.075608,5323.60167,5291.256722,5322.206533,5320.526482,5313.75702,5339.563567,5323.754991,5343.998566
63,10000.41376,9951.218098,9977.393054,9978.235636,9958.405185,9994.232205,10060.81303,10101.36715,10143.16221,10183.28486,10167.95278,10178.51389,10227.39314,10228.46504,10207.16724,10230.01734,10224.7199,10242.08152,10246.86985,10220.29815,10273.16093,10292.37529,10312.95925,10292.28762,10307.74489,10369.49026,10390.13447,10360.04889,10260.77732,10156.42432,10229.2406,10232.20822,10279.01926,10279.06376,10250.94744,10277.6175,10318.72523,10330.91114,10340.84507,10402.28209,10373.99195,10359.16238,10382.91769,10391.98464,10395.20277,10346.07284,10339.71331,10339.46195,10336.7992,10335.24964,10366.5903,10412.28943,10419.50619,10417.06467,10420.665,10467.48153,10454.83337,10501.37063,10516.30557,10489.04429,10402.1105,10405.74942,10407.31708,10399.37015,10443.83637,10444.22506,10444.61367,10445.00232,10445.38876,10598.48443,10614.3384,10574.7378,10589.89731,10608.4254,10632.50341,10630.15122,10647.20334,10582.51344,10644.41307,10641.05296,10627.51404,10679.12713,10647.50998,10687.99713
64,15001.09596,14992.12673,14999.89251,14990.93833,14988.14709,15002.7073,15023.44012,15044.87008,15056.65035,15071.92874,15068.71209,15072.27516,15084.39446,15088.29953,15082.62654,15089.04382,15093.4734,15105.2306,15106.96174,15099.00307,15110.35336,15121.66335,15125.3608,15120.4987,15120.52005,15140.58201,15149.06043,15138.3776,15100.69852,15076.71291,15104.65501,15107.88883,15125.66467,15110.2028,15100.08813,15107.16603,15126.26727,15134.15226,15140.61485,15160.88441,15150.76682,15148.89398,15157.01218,15158.5982,15158.51332,15147.3535,15130.96373,15136.56396,15136.97049,15132.32166,15158.08944,15174.07482,15174.13825,15175.65569,15185.56457,15201.94417,15200.93058,15214.35327,15219.73674,15216.17971,15197.90827,15205.07773,15206.19947,15205.85553,15223.96751,15224.99706,15226.02641,15227.05587,15228.07946,15283.92676,15288.17675,15276.28815,15277.04469,15287.51084,15296.80585,15294.63323,15302.04986,15281.77853,15303.6705,15294.08747,15295.8722,15306.63105,15292.39884,15321.27838
65,20002.2144,20004.37604,20006.53031,20008.65841,20010.7253,20012.82763,20014.90956,20016.93907,20018.93876,20020.92965,20022.92714,20025.04596,20027.02223,20029.02213,20031.04867,20033.03395,20035.15124,20037.19923,20039.21618,20041.18623,20043.16109,20045.15959,20047.17032,20049.17123,20051.16312,20053.12633,20055.09755,20057.1183,20059.14206,20061.07897,20063.01447,20064.94252,20066.8519,20068.8323,20070.76734,20072.71822,20074.65503,20076.46757,20078.30738,20080.31401,20082.2873,20084.20375,20086.16879,20088.14627,20090.1133,20092.16651,20094.1259,20096.13451,20098.09469,20100.04541,20102.33923,20104.34524,20106.2831,20108.58989,20110.55671,20112.49195,20114.48711,20116.48387,20118.57317,20120.64518,20122.82143,20125.10296,20127.36945,20129.63619,20131.70612,20133.78633,20135.86615,20137.94619,20140.01435,20142.08938,20144.16603,20146.26203,20148.49907,20150.64287,20152.75224,20154.87291,20156.98958,20159.16815,20161.22277,20163.23224,20165.27578,20167.48267,20169.46251,20171.4484
66,30001.62891,29970.57233,29990.39427,29966.93823,29951.00716,29994.85029,30060.84913,30123.86562,30159.63525,30203.5853,30194.29915,30202.89629,30237.90835,30248.81035,30229.58085,30249.52018,30258.51159,30294.2135,30301.84168,30274.58524,30311.41693,30346.15321,30355.08383,30339.15705,30336.99096,30397.51091,30426.03218,30391.25825,30283.53755,30204.43856,30285.31338,30293.25395,30346.7688,30309.05902,30275.56427,30296.48058,30349.87714,30376.12606,30398.75112,30460.73588,30428.73237,30420.91774,30444.11594,30443.88337,30441.4925,30403.12374,30361.87042,30376.49579,30376.69871,30364.28069,30437.22721,30480.72756,30477.16188,30479.68475,30508.81728,30559.25368,30551.78908,30591.17028,30606.80185,30592.69521,30532.11778,30551.60771,30553.27494,30542.65333,30595.33943,30596.86963,30598.39955,30599.92962,30601.45097,30769.79686,30782.94116,30747.0012,30749.38712,30779.68232,30769.46678,30754.02066,30858.41831,30776.12753,30816.05727,30811.29164,30882.91075,30972.15506,30950.7915,31079.63203
67,50002.0688,49756.09049,49886.96527,49891.17818,49792.02593,49971.16102,50304.06517,50506.83573,50715.81105,50916.42431,50839.76388,50892.56947,51136.96571,51142.32521,51035.83621,51150.08672,51123.5995,51210.40761,51234.34924,51101.49075,51365.80464,51461.87646,51564.79623,51461.43812,51538.72443,51847.4513,51950.67233,51800.24446,51303.8866,50782.1216,51146.20299,51161.04111,51395.09632,51395.3188,51254.7372,51388.08749,51593.62617,51654.55572,51704.22533,52011.41045,51869.95973,51795.8119,51914.58845,51959.92321,51976.01386,51730.36418,51698.56653,51697.30973,51683.99601,51676.24822,51832.95149,52061.44716,52097.53095,52085.32337,52103.32502,52337.40766,52274.16685,52506.85315,52581.52784,52445.22143,52010.5525,52028.7471,52036.58539,51996.85076,52219.18184,52221.12528,52223.06835,52225.01162,52226.94381,52992.42216,53071.69202,52873.68899,52949.48656,53042.12698,53162.51703,53150.75608,53236.0167,52912.56722,53222.06533,53205.26482,53137.5702,53395.63567,53237.54991,53441.82026
68,100004.1332,99703.68627,99853.76995,99814.60013,99681.01364,99941.95095,100391.5459,100710.1552,100976.3063,101250.6355,101176.8784,101246.6417,101523.4297,101530.7768,101398.6352,101551.5014,101550.4555,101702.9658,101743.7172,101546.2432,101879.716,102010.3135,102147.3264,102031.4663,102131.2883,102556.8673,102705.7546,102488.1976,101789.9627,101147.4359,101648.7616,101669.2943,102008.9162,101934.484,101730.4343,101894.4591,102193.5564,102302.5058,102398.6821,102776.6583,102535.9182,102442.0242,102603.7607,102665.9666,102680.0386,102355.7063,102245.3558,102264.396,102264.1624,102227.8399,102503.2993,102816.1909,102849.0422,102846.4921,102920.7351,103241.2239,103170.8517,103476.7015,103589.8164,103418.4214,102857.5525,102897.6481,102901.8785,102851.0369,103163.1882,103167.0709,103170.9529,103174.8353,103178.6955,104254.7972,104360.1039,104078.5911,104157.1408,104301.1116,104482.5468,104415.3229,104723.3417,104227.1174,104599.7897,104557.8343,104684.8425,105115.7254,104911.7769,105390.6501
69,200008.2752,199024.362,199547.8611,199564.7127,199168.1037,199884.6441,201216.2607,202027.3429,202863.2442,203665.6972,203359.0555,203570.2779,204547.8629,204569.3008,204143.3449,204600.3469,204494.398,204841.6305,204937.397,204405.963,205463.2186,205847.5058,206259.1849,205845.7525,206154.8977,207389.8052,207802.6893,207200.9778,205215.5464,203128.4864,204584.8119,204644.1644,205580.3853,205581.2752,205018.9488,205552.35,206374.5047,206618.2229,206816.9013,208045.6418,207479.8389,207183.2476,207658.3538,207839.6928,207904.0555,206921.4567,206794.2661,206789.2389,206735.984,206704.9929,207331.8059,208245.7886,208390.1238,208341.2935,208413.3001,209349.6307,209096.6674,210027.4126,210326.1114,209780.8857,208042.21,208114.9884,208146.3416,207987.403,208876.7274,208884.5011,208892.2734,208900.0465,208907.7752,211969.6886,212286.7681,211494.756,211797.9462,212168.5079,212650.0681,212603.0243,212944.0668,211650.2689,212888.2613,212821.0593,212550.2808,213582.5427,212950.1997,213767.2811
70,200010.8594,199803.8156,199935.9618,199779.5882,199673.3811,199965.6686,200405.6609,200825.7708,201064.235,201357.2353,201295.3277,201352.642,201586.0557,201658.7357,201530.539,201663.4679,201723.4106,201961.4234,202012.2779,201830.5683,202076.1129,202307.688,202367.2255,202261.047,202246.6064,202650.0727,202840.2145,202608.3883,201890.2503,201362.9237,201902.0892,201955.0264,202311.792,202060.3934,201837.0951,201976.5372,202332.5143,202507.5071,202658.3408,203071.5725,202858.2158,202806.1183,202960.7729,202959.2225,202943.2833,202687.4916,202412.4695,202509.9719,202511.3247,202428.5379,202914.8481,203204.8504,203181.0792,203197.8983,203392.1152,203728.3579,203678.5939,203941.1352,204045.3457,203951.3014,203547.4519,203677.3848,203688.4996,203617.6889,203968.9295,203979.1309,203989.3303,203999.5308,204009.6731,205131.9791,205219.6077,204980.008,204995.9141,205197.8822,205125.203,205021.0084,205730.2004,205178.0975,205441.515,205414.5891,205903.5522,206508.3393,206370.1329,207237.5252
71,100007.4171,99948.55476,99999.95437,99939.70691,99922.50912,100018.272,100154.899,100297.1543,100375.0591,100475.9988,100454.4247,100478.3022,100558.8076,100584.7117,100547.3465,100588.994,100619.0543,100696.8019,100707.643,100655.3491,100729.3116,100804.0224,100828.8138,100796.6588,100797.0775,100929.3173,100984.7964,100914.2969,100663.1162,100505.2404,100690.4077,100712.0511,100829.7865,100725.3404,100658.7009,100705.5604,100832.8927,100883.916,100926.0025,101060.0791,100993.1217,100980.9734,101034.8985,101046.242,101045.9394,100972.0703,100861.6197,100899.0372,100901.7748,100870.4739,101041.4639,101148.2275,101149.2301,101159.5087,101224.5739,101332.8257,101326.8101,101415.8704,101451.5172,101427.7984,101307.5403,101355.3153,101362.9069,101362.3289,101482.643,101489.6106,101496.577,101503.5441,101510.4714,101879.3866,101907.335,101828.3474,101833.1614,101902.0095,101963.6282,101949.7388,101999.1946,101866.2459,102010.9142,101947.5871,101959.982,102030.3518,101936.9356,102129.1939
