,基金1,基金2,基金3,C5进取型(81-100)-新客户-男-fix-combination_profit,C5进取型(81-100)-新客户-男-dyn-combination_profit,C5进取型(81-100)-新客户-女-fix-combination_profit,C5进取型(81-100)-新客户-女-dyn-combination_profit,C5进取型(81-100)-增1老客户-男-fix-combination_profit,C5进取型(81-100)-增1老客户-男-dyn-combination_profit,C5进取型(81-100)-增1老客户-女-fix-combination_profit,C5进取型(81-100)-增1老客户-女-dyn-combination_profit,C5进取型(81-100)-增2老客户-男-fix-combination_profit,C5进取型(81-100)-增2老客户-男-dyn-combination_profit,C5进取型(81-100)-增2老客户-女-fix-combination_profit,C5进取型(81-100)-增2老客户-女-dyn-combination_profit,C4成长型(61-80)-新客户-男-fix-combination_profit,C4成长型(61-80)-新客户-男-dyn-combination_profit,C4成长型(61-80)-新客户-女-fix-combination_profit,C4成长型(61-80)-新客户-女-dyn-combination_profit,C4成长型(61-80)-增1老客户-男-fix-combination_profit,C4成长型(61-80)-增1老客户-男-dyn-combination_profit,C4成长型(61-80)-增1老客户-女-fix-combination_profit,C4成长型(61-80)-增1老客户-女-dyn-combination_profit,C4成长型(61-80)-增2老客户-男-fix-combination_profit,C4成长型(61-80)-增2老客户-男-dyn-combination_profit,C4成长型(61-80)-增2老客户-女-fix-combination_profit,C4成长型(61-80)-增2老客户-女-dyn-combination_profit,C3平衡性(41-60)-新客户-男-fix-combination_profit,C3平衡性(41-60)-新客户-男-dyn-combination_profit,C3平衡性(41-60)-新客户-女-fix-combination_profit,C3平衡性(41-60)-新客户-女-dyn-combination_profit,C3平衡性(41-60)-增1老客户-男-fix-combination_profit,C3平衡性(41-60)-增1老客户-男-dyn-combination_profit,C3平衡性(41-60)-增1老客户-女-fix-combination_profit,C3平衡性(41-60)-增1老客户-女-dyn-combination_profit,C3平衡性(41-60)-增2老客户-男-fix-combination_profit,C3平衡性(41-60)-增2老客户-男-dyn-combination_profit,C3平衡性(41-60)-增2老客户-女-fix-combination_profit,C3平衡性(41-60)-增2老客户-女-dyn-combination_profit,C2稳健型(25-40)-新客户-男-fix-combination_profit,C2稳健型(25-40)-新客户-男-dyn-combination_profit,C2稳健型(25-40)-新客户-女-fix-combination_profit,C2稳健型(25-40)-新客户-女-dyn-combination_profit,C2稳健型(25-40)-增1老客户-男-fix-combination_profit,C2稳健型(25-40)-增1老客户-男-dyn-combination_profit,C2稳健型(25-40)-增1老客户-女-fix-combination_profit,C2稳健型(25-40)-增1老客户-女-dyn-combination_profit,C2稳健型(25-40)-增2老客户-男-fix-combination_profit,C2稳健型(25-40)-增2老客户-男-dyn-combination_profit,C2稳健型(25-40)-增2老客户-女-fix-combination_profit,C2稳健型(25-40)-增2老客户-女-dyn-combination_profit,C1保守型(0-25)-新客户-男-fix-combination_profit,C1保守型(0-25)-新客户-男-dyn-combination_profit,C1保守型(0-25)-新客户-女-fix-combination_profit,C1保守型(0-25)-新客户-女-dyn-combination_profit,C1保守型(0-25)-增1老客户-男-fix-combination_profit,C1保守型(0-25)-增1老客户-男-dyn-combination_profit,C1保守型(0-25)-增1老客户-女-fix-combination_profit,C1保守型(0-25)-增1老客户-女-dyn-combination_profit,C1保守型(0-25)-增2老客户-男-fix-combination_profit,C1保守型(0-25)-增2老客户-男-dyn-combination_profit,C1保守型(0-25)-增2老客户-女-fix-combination_profit,C1保守型(0-25)-增2老客户-女-dyn-combination_profit
2017-07-14,1.1547,0.9111,1.1931,0.8894540821917808,0.8824641118218935,0.8795406263013699,0.8726319405611062,1.0917421856164382,1.0417452862466487,1.0864686276712328,1.0368292006162552,0.9570070256164384,1.0417452862466487,0.9524155476712329,1.0368292006162552,0.8697182804109589,0.8627997693003187,0.859689354520548,0.8529675980395314,1.0885246868493152,1.0387956348684126,1.0834615489041097,1.0338795492380188,0.9542036468493151,1.0387956348684126,0.9498469489041097,1.0338795492380188,0.8497758986301369,0.843135426778744,0.8398624427397261,0.8333032555179565,1.085426498082192,1.0358459834901763,1.0802440501369863,1.0309298978597827,0.9515195780821918,1.0358459834901763,0.9470435701369863,1.0309298978597827,0.8300400968493151,0.8234710842571693,0.8200111709589042,0.8136389129963819,1.0823283093150684,1.0328963321119402,1.0771458613698628,1.0279802464815464,0.9488355093150684,1.0328963321119402,0.944359501369863,1.0279802464815464,0.8100977150684932,0.8038067417355945,0.8001842591780821,0.7939745704748071,1.0793212305479452,1.0299466807337039,1.07404767260274,1.0250305951033103,0.9462669105479453,1.0299466807337039,0.9416754326027398,1.0250305951033103
2017-07-13,1.1189,1.3521,1.1915,1.000494082191781,1.0009142751263513,0.9891807063013699,0.9896014768242584,1.1204173256164383,1.1841816076202596,1.1149618076712329,1.178525208469213,1.2494002456164384,1.1841816076202596,1.243291767671233,1.178525208469213,0.9780025404109589,0.9782886785221654,0.9665772745205479,0.9669758802200721,1.117099566849315,1.1807877681296315,1.1118984089041097,1.1751313689785852,1.2456860468493152,1.1807877681296315,1.2398086089041096,1.1751313689785852,0.955263898630137,0.955663081917979,0.943950522739726,0.9443502836158859,1.113900958082192,1.1773939286390036,1.1085806501369864,1.171737529487957,1.242090998082192,1.1773939286390036,1.2360944101369864,1.171737529487957,0.9327723568493151,0.9330374853137928,0.9213470909589041,0.9217246870116997,1.1107023493150685,1.1740000891483757,1.105382041369863,1.1683436899973292,1.2384959493150685,1.1740000891483757,1.2324993613698632,1.1683436899973292,0.9100337150684932,0.9104118887096068,0.8987203391780821,0.8990990904075137,1.1076389505479451,1.1706062496577478,1.10218343260274,1.164949850506701,1.2350127905479453,1.1706062496577478,1.22890431260274,1.164949850506701
2017-07-12,1.1114,0.9019,1.2089,0.8829330821917809,0.8732242104111193,0.8731002863013698,0.8635075379179664,1.0641379256164383,1.0306343048001927,1.0590081376712328,1.0257759685536163,0.9482634756164384,1.0306343048001927,0.9437202876712328,1.0257759685536163,0.8633576804109588,0.8537908654248139,0.853413744520548,0.8440741929316611,1.061005556849315,1.027719303052247,1.0560868489041095,1.0228609668056705,0.9454872568493151,1.027719303052247,0.9411760989041096,1.0228609668056705,0.8435809486301371,0.8343575204385083,0.833748152739726,0.8246408479453556,1.0579940780821917,1.0248043013043011,1.0529544801369863,1.0199459650577247,0.9428319280821917,1.0248043013043011,0.9383998801369862,1.0199459650577247,0.824005546849315,0.8149241754522031,0.8140616109589041,0.8052075029590502,1.0549825993150683,1.0218892995563553,1.049943001369863,1.0170309633097787,0.9401765993150684,1.0218892995563553,0.935744551369863,1.0170309633097787,0.8042288150684931,0.7954908304658976,0.7943960191780822,0.785774157972745,1.0520613105479453,1.0189742978084095,1.0469315226027398,1.0141159615618331,0.9376324105479452,1.0189742978084095,0.9330892226027399,1.0141159615618331
2017-07-11,1.1033,1.6962,1.2331,1.103437082191781,1.1076469170706338,1.0908279263013698,1.0949999607442373,1.1583129556164384,1.3125276095582588,1.1526337276712328,1.3062041313950608,1.4862459456164383,1.3125276095582588,1.4789065976712328,1.3062041313950608,1.078388390410959,1.0823530044178404,1.0656689045205479,1.0697060480914438,1.154865356849315,1.3087335226603398,1.1494790589041095,1.3024100444971416,1.481790416849315,1.3087335226603398,1.4746847089041095,1.3024100444971416,1.053059748630137,1.057059091765047,1.040450592739726,1.0444121354386506,1.1515410680821918,1.3049394357624209,1.1460314601369863,1.2986159575992227,1.477458198082192,1.3049394357624209,1.4702291801369862,1.2986159575992227,1.028011056849315,1.031765179112254,1.015291570958904,1.0191182227858573,1.1482167793150684,1.3011453488645017,1.1427071713698629,1.2948218707013037,1.4731259793150684,1.3011453488645017,1.4658969613698631,1.2948218707013037,1.0026824150684932,1.0064712664594606,0.9900732591780821,0.9938243101330642,1.1450621105479453,1.297351261966583,1.1393828826027397,1.2910277838033846,1.4689040905479454,1.297351261966583,1.4615647426027398,1.2910277838033846
2017-07-10,1.1425,1.7597,1.2365,1.129902082191781,1.1210557763726887,1.1169615063013698,1.1082412093050165,1.1929218456164383,1.32865176286898,1.1870579076712329,1.322244479335144,1.5342951656164383,1.32865176286898,1.526703067671233,1.322244479335144,1.1041969004109589,1.0954266422373442,1.0911420745205478,1.0826120751696717,1.1893644868493152,1.3248073927486783,1.1838001689041096,1.3184001092148423,1.5296885668493152,1.3248073927486783,1.5223343689041098,1.3184001092148423,1.078201498630137,1.0697975081019995,1.065260922739726,1.0569829410343274,1.1859307780821917,1.3209630226283766,1.1802428101369864,1.3145557390945406,1.5252056180821918,1.3209630226283766,1.5177277701369865,1.3145557390945406,1.052496316849315,1.0441683739666547,1.039441490958904,1.0313538068989825,1.1824970693150685,1.3171186525080751,1.176809101369863,1.3107113689742387,1.5207226693150684,1.3171186525080751,1.513244821369863,1.3107113689742387,1.0265009150684932,1.0185392398313102,1.013560339178082,1.005724672763638,1.1792393305479454,1.3132742823877734,1.17337539260274,1.3068669988539372,1.5163539705479454,1.3132742823877734,1.5087618726027396,1.3068669988539372
2017-07-09,1.12375,0.9787,1.2379,0.9155425821917809,0.9121113719350471,0.9053005563013699,0.9019086099228454,1.0865770556164382,1.0773961165327162,1.0813241826712328,1.0722947355266153,1.0063499006164383,1.0773961165327162,1.001503167671233,1.0722947355266153,0.8951564004109589,0.8917058479106437,0.8848019995205479,0.8815030858984418,1.083370631849315,1.0743352879290557,1.0783394189041096,1.0692339069229546,1.003390061849315,1.0743352879290557,0.9987794939041097,1.0692339069229546,0.874559973630137,0.87130032388624,0.864317947739726,0.8610975618740382,1.0802879980821918,1.0712744593253951,1.0751329951369863,1.0661730783192942,1.0005540130821917,1.0712744593253951,0.9958196551369862,1.0661730783192942,0.8541737918493151,0.8508947998618364,0.8438193909589041,0.8406920378496345,1.0772053643150683,1.0682136307217345,1.0720503613698629,1.0631122497156336,0.9977179643150684,1.0682136307217345,0.9929836063698629,1.0631122497156336,0.8335773650684932,0.8304892758374327,0.8233353391780822,0.8202865138252309,1.0742206005479453,1.065152802118074,1.0689677276027398,1.060051421111973,0.9949942905479452,1.065152802118074,0.9901475576027399,1.060051421111973
2017-07-07,1.1284,0.991,1.2387,0.9200960821917809,0.9167580579422493,0.9097969463013698,0.9064972123549575,1.0913227756164383,1.0829837564563765,1.0860442976712328,1.0778533336627307,1.0153268356164382,1.0829837564563765,1.010433077671233,1.0778533336627307,0.8995969104109589,0.8962363667676656,0.8891849345205479,0.8859755211803738,1.0881011868493151,1.0799055027801892,1.0830456789041096,1.0747750799865432,1.012338826849315,1.0799055027801892,1.0076817789041097,1.0747750799865432,0.878885798630137,0.875714675593082,0.8685866627397261,0.8654538300057902,1.0850034680821918,1.0768272491040016,1.0798240901369864,1.0716968263103557,1.0094746880821919,1.0768272491040016,1.0046937701369862,1.0716968263103557,0.8583866268493151,0.8551929844184983,0.8479746509589041,0.8449321388312065,1.0819057493150683,1.073748995427814,1.076726371369863,1.068618572634168,1.0066105493150683,1.073748995427814,1.001829631369863,1.068618572634168,0.8376755150684931,0.8346712932439146,0.8273763791780822,0.824410447656623,1.0789071305479454,1.0706707417516266,1.0736286526027399,1.0655403189579804,1.0038592505479453,1.0706707417516266,0.9989654926027398,1.0655403189579804
2017-07-06,1.1097,3.1141,1.2083,1.4796780821917808,1.4593078134128823,1.4623306263013698,1.4422650958822076,1.3290197656164382,1.7353998374098127,1.3223479276712329,1.7268784786444753,2.4376534056164383,1.7353998374098127,2.425369247671233,1.7268784786444753,1.4452945804109587,1.4252223783515328,1.4278361545205478,1.408179660820858,1.325006446849315,1.7302870221506106,1.3187668489041093,1.721765663385273,2.430232606849315,1.7302870221506106,2.4181802489041098,1.721765663385273,1.4104886986301368,1.3911369432901834,1.3931412427397258,1.3740942257595088,1.3211139580821918,1.725174206891408,1.3147535301369864,1.7166528481260708,2.422932638082192,1.725174206891408,2.410759450136986,1.7166528481260708,1.376105196849315,1.357051508228834,1.358646770958904,1.340008790698159,1.3172214693150683,1.7200613916322056,1.310861041369863,1.7115400328668682,2.4156326693150683,1.7200613916322056,2.403459481369863,1.7115400328668682,1.341299315068493,1.3229660731674844,1.3239518591780821,1.3059233556368097,1.313640390547945,1.714948576373003,1.3069685526027397,1.7064272176076658,2.4084436705479457,1.714948576373003,2.3961595126027397,1.7064272176076658
2017-07-05,1.1042,2.6265,1.2047,1.345719082191781,1.329212287803718,1.33005816630137,1.313795764343158,1.2660515456164385,1.5789599678647925,1.2597435176712328,1.5712517061345126,2.1080356756164385,1.5789599678647925,2.097465207671233,1.5712517061345126,1.314659900410959,1.2983792408825976,1.298888564520548,1.2829627174220373,1.2622469768493152,1.5743350108266247,1.2563220689041095,1.5666267490963448,2.101643196849315,1.5743350108266247,2.0913036189041097,1.5666267490963448,1.283227648630137,1.2675461939614774,1.267566732739726,1.252129670500917,1.258562878082192,1.5697100537884565,1.2525175001369864,1.5620017920581766,2.095371188082192,1.5697100537884565,2.0849111401369864,1.5620017920581766,1.2521684668493152,1.236713147040357,1.2363971309589041,1.2212966235797968,1.2548787793150684,1.5650850967502887,1.248833401369863,1.5573768350200083,2.089099179315068,1.5650850967502887,2.078639131369863,1.5573768350200083,1.2207362150684933,1.2058801001192365,1.2050752991780822,1.1904635766586762,1.2514573305479453,1.5604601397121205,1.2451493026027398,1.5527518779818403,2.0829375905479455,1.5604601397121205,2.07236712260274,1.5527518779818403
2017-07-04,1.0783,1.2524,1.2008,0.9680250821917809,0.9616476709383619,0.9571190463013699,0.9508257051886186,1.0826494956164383,1.136963516084202,1.0773974976712328,1.1315525332093306,1.1789442056164383,1.136963516084202,1.1732047276712327,1.1315525332093306,0.9463382504109589,0.9400037394388754,0.9353243845205479,0.9291817736891322,1.079451296849315,1.1337169263592792,1.0744446189041097,1.1283059434844074,1.175450036849315,1.1337169263592792,1.1699384689041097,1.1283059434844074,0.924418348630137,0.9183598079393889,0.9135123127397261,0.9075378421896457,1.0763731780821917,1.1304703366343563,1.0712464201369865,1.1250593537594846,1.1720759480821918,1.1304703366343563,1.1664443001369862,1.1250593537594846,0.9027315168493151,0.8967158764399025,0.8917176509589041,0.8858939106901593,1.0732950593150683,1.1272237469094333,1.068168301369863,1.1218127640345614,1.1687018593150684,1.1272237469094333,1.163070211369863,1.1218127640345614,0.8808116150684931,0.875071944940416,0.8699055791780822,0.8642499791906728,1.0703421805479452,1.12397715718451,1.06509018260274,1.1185661743096385,1.1654356005479451,1.12397715718451,1.1596961226027398,1.1185661743096385
2017-07-03,1.189,1.919,1.2102,1.1742620821917809,1.1674381938941685,1.1607641863013698,1.1540438466074776,1.2389698156164384,1.3844266199385593,1.2328552876712326,1.377729446295214,1.6427328156164385,1.3844266199385593,1.6345742876712328,1.377729446295214,1.1474581904109589,1.1406494993207867,1.1338413945205479,1.127255152034096,1.235266866849315,1.3804083157525522,1.2294652589041097,1.3737111421092068,1.637788866849315,1.3804083157525522,1.6298702589041096,1.3737111421092068,1.120343498630137,1.1138608047474052,1.106845602739726,1.1004664574607146,1.2316849380821917,1.3763900115665448,1.2257623101369863,1.3696928379231996,1.6329659380821917,1.3763900115665448,1.6249263101369862,1.3696928379231996,1.093539606849315,1.0870721101740235,1.079922810958904,1.0736777628873329,1.2281030093150682,1.3723717073805377,1.2221803813698628,1.3656745337371923,1.6281430093150684,1.3723717073805377,1.6201033813698629,1.3656745337371923,1.066424915068493,1.060283415600642,1.0529270191780822,1.0468890683139511,1.2247129805479453,1.3683534031945304,1.2185984526027398,1.361656229551185,1.6234389805479452,1.3683534031945304,1.61528045260274,1.361656229551185
2017-07-02,1.14755,1.1895,1.1966,0.9642405821917809,0.9619139124768776,0.9533851563013699,0.9510886187079031,1.1210082956164384,1.1372836715342671,1.1155617326712328,1.1318710246497798,1.1442108406164384,1.1372836715342671,1.1386468176712328,1.1318710246497798,0.9426486804109588,0.9402633249389283,0.9316784995205479,0.9294380311699537,1.1176923518493151,1.134036083403575,1.1124843989041096,1.1286234365190875,1.140823581849315,1.134036083403575,1.1354939739041097,1.1286234365190875,0.920823073630137,0.9186127374009789,0.909967647739726,0.9077874436320044,1.1144960680821918,1.1307884952728824,1.1091684551369863,1.125375848388395,1.1375559830821917,1.1307884952728824,1.1321067151369864,1.125375848388395,0.8992311718493151,0.8969621498630296,0.8882609909589042,0.886136856094055,1.1112997843150685,1.1275409071421902,1.1059721713698631,1.1221282602577025,1.1342883843150684,1.1275409071421902,1.128839116369863,1.1221282602577025,0.8774055650684932,0.8753115623250802,0.8665501391780822,0.8644862685561056,1.1082224505479452,1.1242933190114976,1.10277588760274,1.1188806721270101,1.1311355405479453,1.1242933190114976,1.1255715176027399,1.1188806721270101
2017-06-30,1.1415,1.186,1.195,0.9615130821917808,0.9589855927285091,0.9506916863013699,0.948196902956389,1.1162437356164383,1.1337623670368542,1.1108222376712327,1.1283680221507941,1.1408566856164382,1.1337623670368542,1.1353105876712328,1.1283680221507941,0.9399888904109588,0.937408213184269,0.929053344520548,0.9266195234121489,1.1129428568493152,1.130525760105218,1.1077594589041095,1.125131415219158,1.137480156849315,1.130525760105218,1.1321677089041096,1.125131415219158,0.9182319486301369,0.9158308336400287,0.907410552739726,0.9050421438679088,1.1097614780821916,1.127289153173582,1.1044585801369862,1.121894808287522,1.1342231280821917,1.127289153173582,1.128791180136986,1.121894808287522,0.8967077568493151,0.8942534540957887,0.8857722109589041,0.8834647643236686,1.1065800993150683,1.1240525462419462,1.101277201369863,1.118658201355886,1.1309660993150685,1.1240525462419462,1.125534151369863,1.118658201355886,0.874950815068493,0.8726760745515485,0.8641294191780822,0.8618873847794285,1.1035173205479452,1.1208159393103099,1.09809582260274,1.11542159442425,1.1278232205479453,1.1208159393103099,1.12227712260274,1.11542159442425
2017-06-29,1.1668,1.1653,1.245,0.9772370821917808,0.9740865828230186,0.9662202863013698,0.9631091306747173,1.1392105456164383,1.1519213076255017,1.1336699876712328,1.146432581551351,1.1383808956164385,1.1519213076255017,1.1328445376712328,1.146432581551351,0.955320020410959,0.9521316785264158,0.944186544520548,0.9411542263781143,1.1358348168493153,1.1486280719810114,1.1305352889041098,1.1431393459068606,1.1350077168493151,1.1486280719810114,1.1297125389041098,1.1431393459068606,0.933169748630137,0.930176774229813,0.9221529527397261,0.9191993220815116,1.132583588082192,1.145334836336521,1.1271595601369864,1.1398461102623703,1.1317590380821918,1.145334836336521,1.1263393601369862,1.1398461102623703,0.9112526868493152,0.9082218699332101,0.900119210958904,0.8972444177849086,1.1293323593150686,1.1420416006920306,1.123908331369863,1.13655287461788,1.1285103593150683,1.1420416006920306,1.123090681369863,1.13655287461788,0.8891024150684932,0.8862669656366071,0.8780856191780823,0.8752895134883057,1.1261976605479453,1.1387483650475403,1.1206571026027399,1.1332596389733893,1.1253783605479453,1.1387483650475403,1.1198420026027398,1.1332596389733893
2017-06-28,1.2314,1.1640000000000001,1.2424,0.9896200821917809,0.9897260691511236,0.97845014630137,0.978553123423721,1.1821179556164383,1.1707277899350481,1.1763545476712327,1.1651413170713467,1.1448390156164385,1.1707277899350481,1.1392643276712329,1.1651413170713467,0.9673966104109589,0.9673801776963182,0.956103534520548,0.9562072319689154,1.178608646849315,1.1673759062168272,1.1730858789041096,1.1617894333531258,1.1414442868493153,1.1673759062168272,1.1361169789041097,1.1617894333531258,0.9449335986301369,0.9450342862415128,0.9337636627397261,0.9338613405141101,1.1752235780821918,1.1640240224986065,1.1695765701369862,1.158437549634905,1.1381737980821918,1.1640240224986065,1.1327222501369865,1.158437549634905,0.9227101268493152,0.9226883947867071,0.9114170509589041,0.9115154490593045,1.1718385093150685,1.1606721387803858,1.166191501369863,1.1550856659166842,1.1349033093150684,1.1606721387803858,1.1294517613698631,1.1550856659166842,0.9002471150684932,0.9003425033319017,0.8890771791780822,0.8891695576044989,1.1685698405479452,1.1573202550621648,1.1628064326027399,1.1517337821984635,1.1317559605479455,1.1573202550621648,1.1261812726027398,1.1517337821984635
2017-06-27,1.1638,1.1792,1.2378,0.9780560821917808,0.9749373219337404,0.9670286263013699,0.9639492355465549,1.1376500356164383,1.1529443214061446,1.1321167276712327,1.147450278212552,1.1461677756164383,1.1529443214061446,1.1405913476712328,1.147450278212552,0.9561190904109589,0.9529611491593695,0.9449752545205479,0.941973062772184,1.134279366849315,1.1496478954899891,1.1289877589041095,1.1441538522963963,1.1427709268493151,1.1496478954899891,1.1374346589041098,1.1441538522963963,0.933947798630137,0.9309849763849986,0.922920342739726,0.919996889997813,1.1310324780821917,1.1463514695738335,1.1256170901369862,1.1408574263802407,1.1394978580821917,1.1463514695738335,1.1340378101369861,1.1408574263802407,0.9120108068493151,0.9090088036106276,0.9008669709589041,0.8980207172234422,1.1277855893150683,1.1430550436576778,1.1223702013698629,1.137561000464085,1.1362247893150685,1.1430550436576778,1.130764741369863,1.137561000464085,0.8898395150684932,0.8870326308362566,0.8788120591780821,0.8760445444490712,1.1246566205479454,1.139758617741522,1.1191233126027398,1.1342645745479294,1.1330681005479453,1.139758617741522,1.12749167260274,1.1342645745479294
2017-06-26,1.5329,1.1635,1.2362,1.0508160821917807,1.065835157589188,1.0388887463013698,1.0537108482563093,1.384043825616438,1.2622489687818201,1.3772310976712328,1.256186814115381,1.1797286856164382,1.2622489687818201,1.173950277671233,1.256186814115381,1.0270777604109589,1.0415865389234307,1.0149971345205477,1.0294622295905522,1.379905286849315,1.2586116759819568,1.3733325289041098,1.2525495213155173,1.176218126849315,1.2586116759819568,1.1707166289041095,1.2525495213155173,1.003069798630137,1.0173379202576738,0.9911424627397261,1.005213610924795,1.375890368082192,1.2549743831820932,1.3691939901369863,1.248912228515654,1.1728311880821918,1.2549743831820932,1.1672060701369862,1.248912228515654,0.9793314768493151,0.9930893015919167,0.9672508509589042,0.980964992259038,1.3718754493150682,1.2513370903822296,1.3651790713698628,1.2452749357157902,1.1694442493150683,1.2513370903822296,1.163819131369863,1.2452749357157902,0.9553235150684931,0.9688406829261594,0.9433961791780822,0.9567163735932809,1.367976880547945,1.247699797582366,1.3611641526027398,1.2416376429159266,1.1662106005479451,1.247699797582366,1.1604321926027399,1.2416376429159266
2017-06-25,1.14925,1.1494,1.2312,0.964842582191781,0.9615269301344911,0.95398067630137,0.9507064736447963,1.1231556856164384,1.1368183252675472,1.117700102671233,1.1314080970227,1.1232386506164385,1.1368183252675472,1.117782647671233,1.1314080970227,0.9432337104109589,0.9398860171551013,0.9322568795205479,0.9290655606654066,1.1198314518493153,1.1335721883206389,1.1146139289041097,1.1281619600757915,1.119914161849315,1.1335721883206389,1.1146962039041097,1.1281619600757915,0.921394973630137,0.9182451041757117,0.910533067739726,0.9074246476860168,1.1166303380821918,1.1303260513737305,1.1112896951369864,1.1249158231288832,1.1167127930821918,1.1303260513737305,1.1113717151369862,1.1249158231288832,0.8997861018493151,0.8966041911963221,0.8888092709589042,0.8857837347066273,1.1134292243150685,1.1270799144268222,1.1080885813698629,1.1216696861819746,1.1135114243150683,1.1270799144268222,1.108170346369863,1.1216696861819746,0.8779473650684932,0.8749632782169322,0.8670854591780822,0.8641428217272376,1.1103430505479455,1.1238337774799136,1.1048874676027398,1.118423549235066,1.1104249805479454,1.1238337774799136,1.1049689776027398,1.118423549235066
2017-06-23,1.0858,1.1491,1.2363,0.9530690821917808,0.9464648201525248,0.9423527663013699,0.9358326400376045,1.0812512056164383,1.118706138014233,1.076013317671233,1.1133900479567729,1.1162624356164383,1.118706138014233,1.1108473076712329,1.1133900479567729,0.931751360410959,0.9252004599226842,0.9209264645205479,0.9145682798077641,1.0780572768493153,1.115516483979757,1.0730579289041096,1.1102003939222969,1.1129608968493152,1.115516483979757,1.1077779789041098,1.1102003939222969,0.910210148630137,0.9039360996928436,0.8994938327397259,0.8933039195779235,1.0749869780821917,1.1123268299452809,1.0698640001369863,1.1070107398878206,1.1097829880821917,1.1123268299452809,1.1044764401369862,1.1070107398878206,0.8888924268493152,0.8826717394630031,0.8780675309589041,0.872039559348083,1.0719166793150685,1.1091371759108049,1.066793701369863,1.1038210858533446,1.1066050793150684,1.1091371759108049,1.101298531369863,1.1038210858533446,0.8673512150684932,0.8614073792331627,0.8566348991780821,0.8507751991182424,1.068961290547945,1.1059475218763286,1.06372340260274,1.1006314318188686,1.1035357505479453,1.1059475218763286,1.0981206226027398,1.1006314318188686
2017-06-22,1.0859999999999999,1.1422,1.2071,0.9419040821917808,0.9365469182029034,0.93132750630137,0.9260387118623534,1.0756385356164382,1.1067798609198132,1.0704310576712326,1.101525757749538,1.1067227556164385,1.1067798609198132,1.101357917671233,1.101525757749538,0.920865150410959,0.9155305055218034,0.9101799745205479,0.9050222991812533,1.072464466849315,1.1036273990176482,1.0674919189041097,1.098373295847373,1.1034531468493152,1.1036273990176482,1.0983176189041097,1.098373295847373,0.8996033986301369,0.8945140928407034,0.889026822739726,0.8840058865001534,1.0694111080821918,1.1004749371154832,1.0643178501369863,1.095220833945208,1.1003042480821918,1.1004749371154832,1.0950480101369864,1.095220833945208,0.8785644668493151,0.8734976801596034,0.8678792909589041,0.8629894738190534,1.0663577493150684,1.0973224752133182,1.061264491369863,1.092068372043043,1.0971553493150685,1.0973224752133182,1.091899111369863,1.092068372043043,0.8573027150684931,0.8524812674785034,0.8467261391780823,0.8419730611379533,1.063418610547945,1.0941700133111532,1.0582111326027397,1.088915910140878,1.0941150505479453,1.0941700133111532,1.08875021260274,1.088915910140878
2017-06-21,1.1358,1.1455,1.2405,0.9639410821917809,0.9596272635144143,0.9530902063013698,0.9488305528574704,1.1151954056164382,1.134533976156905,1.1097812576712327,1.129135620828433,1.1205604756164385,1.134533976156905,1.1151191676712329,1.129135620828433,0.9423538804109588,0.9380338422005265,0.9313894245205478,0.9272371315435827,1.111895396849315,1.131294962959822,1.1067198489041097,1.12589660763135,1.117243976849315,1.131294962959822,1.1120402989041096,1.12589660763135,0.920538548630137,0.9164404208866388,0.9096876727397261,0.9056437102296949,1.1087194380821916,1.1280559497627387,1.1034198401369864,1.122657594434267,1.1140515280821919,1.1280559497627387,1.1087238001369863,1.122657594434267,0.8989513468493151,0.894846999572751,0.8879868909589039,0.8840502889158073,1.1055434793150682,1.1248169365656557,1.100243881369863,1.1194185812371837,1.1108590793150683,1.1248169365656557,1.105531351369863,1.1194185812371837,0.8771360150684931,0.8732535782588633,0.8662851391780821,0.8624568676019193,1.102482070547945,1.1215779233685723,1.0970679226027398,1.1161795680401003,1.1077802105479453,1.1215779233685723,1.10233890260274,1.1161795680401003
2017-06-20,1.1428,1.0968,1.2298,0.9488380821917809,0.945695380471246,0.9381773863013698,0.9350728183523416,1.1122487156164382,1.117780886797495,1.106853787671233,1.1124696057380428,1.0868061156164384,1.117780886797495,1.0815399876712328,1.1124696057380428,0.9276263704109589,0.9244502562334374,0.9168513945205479,0.913827694114533,1.1089599068493152,1.1145941181618237,1.1037976389041095,1.1092828371023717,1.083595506849315,1.1145941181618237,1.0785666389041095,1.1092828371023717,0.9061906986301369,0.9032051319956287,0.8955300027397259,0.8925825698767246,1.1057940780821918,1.1114073495261525,1.1005088301369863,1.1060960684667005,1.0805078780821917,1.1114073495261525,1.0753560301369862,1.1060960684667005,0.8849789868493151,0.8819600077578202,0.8742040109589042,0.8713374456389159,1.1026282493150683,1.1082205808904813,1.0973430013698628,1.1029092998310288,1.0774202493150684,1.1082205808904813,1.0722684013698631,1.1029092998310288,0.8635433150684932,0.8607148835200117,0.8528826191780823,0.8500923214011074,1.099572100547945,1.10503381225481,1.0941771726027398,1.0997225311953578,1.0744469005479453,1.10503381225481,1.0691807726027398,1.0997225311953578
