,基金1,基金2,基金3,C5进取型(81-100)-新客户-男-fix-combination_profit,C5进取型(81-100)-新客户-男-dyn-combination_profit,C5进取型(81-100)-新客户-女-fix-combination_profit,C5进取型(81-100)-新客户-女-dyn-combination_profit,C5进取型(81-100)-增1老客户-男-fix-combination_profit,C5进取型(81-100)-增1老客户-男-dyn-combination_profit,C5进取型(81-100)-增1老客户-女-fix-combination_profit,C5进取型(81-100)-增1老客户-女-dyn-combination_profit,C5进取型(81-100)-增2老客户-男-fix-combination_profit,C5进取型(81-100)-增2老客户-男-dyn-combination_profit,C5进取型(81-100)-增2老客户-女-fix-combination_profit,C5进取型(81-100)-增2老客户-女-dyn-combination_profit,C4成长型(61-80)-新客户-男-fix-combination_profit,C4成长型(61-80)-新客户-男-dyn-combination_profit,C4成长型(61-80)-新客户-女-fix-combination_profit,C4成长型(61-80)-新客户-女-dyn-combination_profit,C4成长型(61-80)-增1老客户-男-fix-combination_profit,C4成长型(61-80)-增1老客户-男-dyn-combination_profit,C4成长型(61-80)-增1老客户-女-fix-combination_profit,C4成长型(61-80)-增1老客户-女-dyn-combination_profit,C4成长型(61-80)-增2老客户-男-fix-combination_profit,C4成长型(61-80)-增2老客户-男-dyn-combination_profit,C4成长型(61-80)-增2老客户-女-fix-combination_profit,C4成长型(61-80)-增2老客户-女-dyn-combination_profit,C3平衡性(41-60)-新客户-男-fix-combination_profit,C3平衡性(41-60)-新客户-男-dyn-combination_profit,C3平衡性(41-60)-新客户-女-fix-combination_profit,C3平衡性(41-60)-新客户-女-dyn-combination_profit,C3平衡性(41-60)-增1老客户-男-fix-combination_profit,C3平衡性(41-60)-增1老客户-男-dyn-combination_profit,C3平衡性(41-60)-增1老客户-女-fix-combination_profit,C3平衡性(41-60)-增1老客户-女-dyn-combination_profit,C3平衡性(41-60)-增2老客户-男-fix-combination_profit,C3平衡性(41-60)-增2老客户-男-dyn-combination_profit,C3平衡性(41-60)-增2老客户-女-fix-combination_profit,C3平衡性(41-60)-增2老客户-女-dyn-combination_profit,C2稳健型(25-40)-新客户-男-fix-combination_profit,C2稳健型(25-40)-新客户-男-dyn-combination_profit,C2稳健型(25-40)-新客户-女-fix-combination_profit,C2稳健型(25-40)-新客户-女-dyn-combination_profit,C2稳健型(25-40)-增1老客户-男-fix-combination_profit,C2稳健型(25-40)-增1老客户-男-dyn-combination_profit,C2稳健型(25-40)-增1老客户-女-fix-combination_profit,C2稳健型(25-40)-增1老客户-女-dyn-combination_profit,C2稳健型(25-40)-增2老客户-男-fix-combination_profit,C2稳健型(25-40)-增2老客户-男-dyn-combination_profit,C2稳健型(25-40)-增2老客户-女-fix-combination_profit,C2稳健型(25-40)-增2老客户-女-dyn-combination_profit,C1保守型(0-25)-新客户-男-fix-combination_profit,C1保守型(0-25)-新客户-男-dyn-combination_profit,C1保守型(0-25)-新客户-女-fix-combination_profit,C1保守型(0-25)-新客户-女-dyn-combination_profit,C1保守型(0-25)-增1老客户-男-fix-combination_profit,C1保守型(0-25)-增1老客户-男-dyn-combination_profit,C1保守型(0-25)-增1老客户-女-fix-combination_profit,C1保守型(0-25)-增1老客户-女-dyn-combination_profit,C1保守型(0-25)-增2老客户-男-fix-combination_profit,C1保守型(0-25)-增2老客户-男-dyn-combination_profit,C1保守型(0-25)-增2老客户-女-fix-combination_profit,C1保守型(0-25)-增2老客户-女-dyn-combination_profit
2017-06-19,1.0024,1.0982,1.2235,0.9177160821917809,0.9079908087641084,0.9074408663013699,0.8978395537915433,1.0168108556164384,1.0724411393196622,1.0119120176712328,1.0673655118333798,1.0697978356164384,1.0724411393196622,1.0646307576712328,1.0673655118333798,0.8972754704109589,0.8876882988189783,0.8869000145205479,0.8775370438464133,1.0138201068493151,1.069395762827893,1.0091534389041097,1.0643201353416103,1.066644226849315,1.069395762827893,1.0616997389041096,1.0643201353416103,0.876624798630137,0.8673857888738482,0.8663495827397261,0.857234533901283,1.0109517080821917,1.0663503863361232,1.0061626901369862,1.0612747588498408,1.0636129680821917,1.0663503863361232,1.0585461301369863,1.0612747588498408,0.8561841868493151,0.847083278928718,0.8458087309589041,0.8369320239561531,1.0080833093150683,1.0633050098443537,1.0032942913698628,1.0582293823580713,1.0605817093150685,1.0633050098443537,1.055514871369863,1.0582293823580713,0.8355335150684933,0.826780768983588,0.8252582991780821,0.8166295140110229,1.0053247305479451,1.0602596333525842,1.0004258926027398,1.0551840058663018,1.0576506905479452,1.0602596333525842,1.05248361260274,1.0551840058663018
2017-06-18,1.2007,1.10715,1.2309,0.9641435821917809,0.9636867651376786,0.95329275630137,0.9528393107104439,1.1526689206164384,1.1394155268588801,1.1470631076712328,1.133991799645263,1.1009264156164384,1.1394155268588801,1.095582542671233,1.133991799645263,0.942552645410959,0.9419918562832093,0.9315817495205481,0.9311444018559745,1.1492537218493153,1.13616129053071,1.1438817139041098,1.1307375633170924,1.097670251849315,1.13616129053071,1.0925695389041097,1.1307375633170924,0.920730923630137,0.9202969474287399,0.9098800977397261,0.9094494930015051,1.145961613082192,1.1329070542025395,1.1404665151369864,1.1274833269889222,1.094537178082192,1.1329070542025395,1.0893133751369863,1.1274833269889222,0.8991399868493152,0.8986020385742705,0.8881690909589042,0.8877545841470358,1.1426695043150685,1.1296528178743692,1.137174406369863,1.1242290906607517,1.0914041043150684,1.1296528178743692,1.086180301369863,1.1242290906607517,0.8773182650684932,0.876907129719801,0.8664674391780822,0.8660596752925664,1.1394881105479453,1.1263985815461985,1.13388229760274,1.1209748543325813,1.0883911005479454,1.1263985815461985,1.0830472276027399,1.1209748543325813
2017-06-16,1.2043,1.1078,1.2332,0.9658110821917809,0.9654309540340293,0.9549394863013698,0.9545616972455903,1.1555586756164382,1.141512914006742,1.1499377376712328,1.1360782856125224,1.1021845256164382,1.141512914006742,1.0968337876712329,1.1360782856125224,0.9441786704109589,0.9436924404571512,0.9331866445205479,0.9328231836687122,1.152134276849315,1.1382521369702103,1.1467474389041097,1.1328175085759908,1.098924176849315,1.1382521369702103,1.0938171889041095,1.1328175085759908,0.922315048630137,0.921953926880273,0.9114434527397262,0.911084670091834,1.1488331980821918,1.1349913599336787,1.1433230401369863,1.129556731539459,1.0957871480821917,1.1349913599336787,1.0905568401369863,1.129556731539459,0.900682636849315,0.9002154133033948,0.889690610958904,0.8893461565149559,1.1455321193150685,1.1317305828971471,1.1400219613698628,1.1262959545029272,1.0926501193150684,1.1317305828971471,1.087419811369863,1.1262959545029272,0.8788190150684931,0.8784768997265167,0.8679474191780822,0.8676076429380777,1.1423418205479452,1.1284698058606153,1.1367208826027397,1.1230351774663956,1.0896335205479453,1.1284698058606153,1.0842827826027397,1.1230351774663956
2017-06-15,1.2151,2.4302,1.3995,1.378343082191781,1.3609538142515025,1.3622820463013698,1.3451405217103451,1.3499210356164384,1.6171291534182537,1.3431869476712328,1.609222507147675,2.021992845616438,1.6171291534182537,2.011856477671233,1.609222507147675,1.346464030410959,1.3293272291691876,1.330281484520548,1.31351393662803,1.3458452168493151,1.6123851656559065,1.3394940989041095,1.6044785193853277,2.015851356849315,1.6123851656559065,2.00597644890411,1.6044785193853277,1.314220448630137,1.2977006440868726,1.2981594127397262,1.281887351545715,1.3419093480821918,1.6076411778935589,1.3354182801369863,1.5997345316229805,2.0098498180821918,1.6076411778935589,1.9998349601369863,1.5997345316229805,1.2823413968493151,1.2660740590045576,1.2661588509589041,1.2502607664634002,1.3379734793150684,1.6028971901312121,1.331482411369863,1.5949905438606329,2.0038482793150685,1.6028971901312121,1.993833421369863,1.5949905438606329,1.2500978150684932,1.2344474739222426,1.2340367791780822,1.218634181381085,1.3342806305479453,1.5981532023688647,1.3275465426027397,1.590246556098286,1.9979682505479455,1.5981532023688647,1.98783188260274,1.590246556098286
2017-06-14,1.2384,1.1115,1.2159,0.9684350821917808,0.9703822673836577,0.9575314463013698,0.9594511191783484,1.1760534056164382,1.1474668683096703,1.1703260976712329,1.1420012942070157,1.1058650156164382,1.1474668683096703,1.1004930276712328,1.1420012942070157,0.9467389604109588,0.9485199709730389,0.9357114845205479,0.9375888227677295,1.1725662968493151,1.1441875238480774,1.1670717289041095,1.1387219497454228,1.102593636849315,1.1441875238480774,1.0974670789041094,1.1387219497454228,0.924807848630137,0.92665767456242,0.9139042127397261,0.9157265263571107,1.1692007780821918,1.1409081793864846,1.1635846201369862,1.13544260528383,1.0994438480821918,1.1409081793864846,1.0941957001369862,1.13544260528383,0.9031117268493152,0.9047953781518012,0.8920842509589041,0.8938642299464918,1.1658352593150683,1.137628834924892,1.1602191013698628,1.132163260822237,1.0962940593150683,1.137628834924892,1.091045911369863,1.132163260822237,0.8811806150684931,0.8829330817411822,0.8702769791780821,0.8720019335358729,1.1625808905479451,1.1343494904632991,1.1568535826027397,1.1288839163606443,1.0932681105479451,1.1343494904632991,1.0878961226027397,1.1288839163606443
2017-06-13,1.2144,1.128,1.194,0.9608420821917807,0.9623733177383669,0.9500323463013697,0.9515422814036235,1.1581887956164383,1.137836106361208,1.1525536476712326,1.1324205881938363,1.1104009556164383,1.137836106361208,1.1050077276712327,1.1324205881938363,0.9393354104109588,0.9407112450688802,0.9284042345205478,0.9298802087341369,1.154758626849315,1.134586795460785,1.1493556789041095,1.1291712772934133,1.107117666849315,1.134586795460785,1.1019652789041094,1.1291712772934133,0.9175944986301369,0.9190491723993937,0.906784762739726,0.9082181360646504,1.1514478580821916,1.1313374845603619,1.1459255101369863,1.1259219663929905,1.1039537780821918,1.1313374845603619,1.0986819901369862,1.1259219663929905,0.8960878268493151,0.8973870997299072,0.8851566509589041,0.8865560633951638,1.1481370893150684,1.128088173659939,1.1426147413698629,1.1226726554925672,1.1007898893150683,1.128088173659939,1.095518101369863,1.1226726554925672,0.874346915068493,0.8757250270604204,0.8635371791780821,0.8648939907256771,1.144939120547945,1.1248388627595158,1.1393039726027399,1.1194233445921444,1.0977474405479453,1.1248388627595158,1.0923542126027397,1.1194233445921444
2017-06-12,1.1373,1.1335,1.2045,0.9494960821917808,0.9459789736863253,0.9388261063013699,0.9353528666522325,1.1086995056164384,1.1181219076386282,1.1033209076712327,1.1128088541215817,1.1065977256164383,1.1181219076386282,1.1012297676712328,1.1128088541215817,0.9282694804109588,0.9247267596181398,0.9174857745205478,0.9141006525840469,1.1054227468493152,1.1149340755284003,1.1002779489041095,1.1096210220113538,1.1033274268493152,1.1149340755284003,1.0981936489041095,1.1096210220113538,0.906815798630137,0.9034745455499542,0.896145822739726,0.8928484385158615,1.1022664380821918,1.1117462434181724,1.0970011901369863,1.106433189901126,1.1001775780821916,1.1117462434181724,1.0949233501369862,1.106433189901126,0.885589196849315,0.8822223314817688,0.8748054909589041,0.871596224447676,1.0991101293150685,1.1085584113079445,1.093844881369863,1.103245357790898,1.0970277293150683,1.1085584113079445,1.091773501369863,1.103245357790898,0.8641355150684931,0.8609701174135831,0.8534655391780821,0.8503440103794904,1.0960671705479452,1.1053705791977166,1.0906885726027398,1.1000575256806704,1.0939916105479452,1.1053705791977166,1.0886236526027397,1.1000575256806704
2017-06-11,1.08665,1.08875,1.1869,0.9211450821917809,0.9158873046487956,0.9108293463013699,0.9056373434776719,1.066244530616438,1.0819366756209985,1.0610903726712329,1.076811695035437,1.0674060406164383,1.0819366756209985,1.062246002671233,1.076811695035437,0.9006224854109589,0.8953873823065484,0.8901980845205479,0.8851374211354246,1.063102596849315,1.0788616872696615,1.0581760039041095,1.0737367066840997,1.0642605368493152,1.0788616872696615,1.0593278539041098,1.0737367066840997,0.879882348630137,0.8748874599643011,0.869566612739726,0.8646374987931773,1.0600793530821917,1.0757866989183245,1.0550340701369862,1.0706617183327627,1.0612337230821918,1.0757866989183245,1.0561823501369862,1.0706617183327627,0.8593597518493152,0.8543875376220539,0.8489353509589042,0.8441375764509302,1.0570561093150683,1.0727117105669874,1.0520108263698629,1.0675867299814255,1.0582069093150686,1.0727117105669874,1.053155536369863,1.0675867299814255,0.8386196150684931,0.8338876152798065,0.8283038791780821,0.823637654108683,1.0541417405479452,1.0696367222156504,1.0489875826027397,1.0645117416300884,1.0552887605479453,1.0696367222156504,1.0501287226027398,1.0645117416300884
2017-06-09,1.0779,1.0876,1.19,0.9199890821917809,0.9140994963771736,0.9096876063013697,0.9038718828094452,1.0607359756164383,1.079786836174373,1.0556104576712328,1.074673029390509,1.0661010456164384,1.079786836174373,1.0609483676712328,1.074673029390509,0.899494890410959,0.8936442692417168,0.8890856245205478,0.8834166556739884,1.0576110168493151,1.0767185521040545,1.0527132589041097,1.0716047453201902,1.062959596849315,1.0767185521040545,1.0580337089041096,1.0716047453201902,0.878784148630137,0.8731890421062601,0.868482672739726,0.8629614285385316,1.0546050580821917,1.073650268033736,1.0495883001369863,1.0685364612498718,1.0599371480821917,1.073650268033736,1.0548922601369863,1.0685364612498718,0.8582899568493152,0.8527338149708035,0.8478806909589041,0.8425062014030749,1.0515990993150686,1.0705819839634176,1.046582341369863,1.0654681771795533,1.0569146993150684,1.0705819839634176,1.051869811369863,1.0654681771795533,0.8375792150684931,0.8322785878353465,0.8272777391780821,0.8220509742676183,1.0487019005479452,1.067513699893099,1.0435763826027398,1.0623998931092349,1.0540000405479453,1.067513699893099,1.04884736260274,1.0623998931092349
2017-06-08,1.0487,1.0848,1.1815,0.9103810821917808,0.9033694167687226,0.9001990463013698,0.8932759291960999,1.0393044556164384,1.0668839154452106,1.0342907476712326,1.0618371716588995,1.0592713656164383,1.0668839154452106,1.0541565776712327,1.0618371716588995,0.8901254904109588,0.883182441623477,0.8798385845205479,0.8730889540508543,1.036247036849315,1.063855869173424,1.0314599589041096,1.0588091253871124,1.0561525768493152,1.063855869173424,1.0512608089041096,1.0588091253871124,0.8696565486301369,0.8629954664782316,0.8594745127397261,0.8529019789056089,1.0333077680821918,1.060827822901637,1.0284025401369863,1.0557810791153257,1.0531519380821919,1.060827822901637,1.0481420201369862,1.0557810791153257,0.849400956849315,0.8428084913329861,0.8391140509589041,0.8327150037603634,1.0303684993150686,1.0577997766298504,1.025463271369863,1.0527530328435386,1.0501512993150683,1.0577997766298504,1.045141381369863,1.0527530328435386,0.8289320150684931,0.8226215161877408,0.8187499791780821,0.812528028615118,1.027537710547945,1.0547717303580635,1.02252400260274,1.0497249865717522,1.0472555305479454,1.0547717303580635,1.0421407426027398,1.0497249865717522
2017-06-07,1.0687,1.0798,1.1707,0.9097750821917809,0.9044129464145194,0.8996012463013698,0.8943064147213242,1.050352235616438,1.0681387598442815,1.0452817476712328,1.0630854939976837,1.0564916456164384,1.0681387598442815,1.051390077671233,1.0630854939976837,0.8895353904109591,0.884199883028129,0.879254684520548,0.8740933513349338,1.0472612968493151,1.0651068003363229,1.0424158589041097,1.0600535344897253,1.053381836849315,1.0651068003363229,1.0485042089041097,1.0600535344897253,0.869080848630137,0.8639868196417386,0.858907012739726,0.8538802879485434,1.0442874280821917,1.0620748408283642,1.0393249201369863,1.0570215749817669,1.050389098082192,1.0620748408283642,1.0453944001369864,1.0570215749817669,0.8488411568493153,0.8437737562553482,0.8385604509589042,0.833667224562153,1.0413135593150684,1.0590428813204058,1.0363510513698628,1.053989615473808,1.0473963593150684,1.0590428813204058,1.042401661369863,1.053989615473808,0.8283866150684932,0.8235606928689578,0.8182127791780822,0.8134541611757626,1.0384476705479453,1.0560109218124474,1.0333771826027398,1.0509576559658496,1.0445104905479452,1.0560109218124474,1.03940892260274,1.0509576559658496
2017-06-06,1.0969,1.08,1.1533,0.9101830821917809,0.9072504609493486,0.9000048463013699,0.8971084603244679,1.0664360156164383,1.0715508710724135,1.0612823476712328,1.0664798707599732,1.0570886256164385,1.0715508710724135,1.0519822776712329,1.0664798707599732,0.8899346104109589,0.8869664596995874,0.879646684520548,0.8768244590747069,1.0632962168493152,1.0685082708849494,1.0583658789041097,1.063437270572509,1.0539775568493153,1.0685082708849494,1.0490962289041095,1.063437270572509,0.8694684486301371,0.8666824584498263,0.8592902127397262,0.8565404578249458,1.060271748082192,1.0654656706974852,1.0552260801369864,1.0603946703850449,1.050981818082192,1.0654656706974852,1.0459851601369863,1.0603946703850449,0.849219976849315,0.8463984572000651,0.8389320509589042,0.8362564565751847,1.0572472793150685,1.062423070510021,1.052201611369863,1.0573520701975805,1.0479860793150684,1.062423070510021,1.042989421369863,1.0573520701975805,0.8287538150684932,0.8261144559503041,0.8185755791780822,0.8159724553254235,1.0543308105479452,1.0593804703225567,1.0491771426027399,1.0543094700101165,1.0451000305479452,1.0593804703225567,1.0399936826027398,1.0543094700101165
2017-06-05,1.0982,1.0789,1.1509,0.9093910821917808,0.906655772308097,0.8992228063013699,0.8965212052912321,1.0667749456164384,1.0708357579813086,1.061619657671233,1.0657684744728761,1.0561001156164385,1.0708357579813086,1.050998867671233,1.0657684744728761,0.8891624204109589,0.8863866382743673,0.878884324520548,0.8762520712575024,1.063634296849315,1.0677953878762492,1.0587019889041098,1.0627281043678165,1.0529922768493152,1.0677953878762492,1.0481159389041097,1.0627281043678165,0.8687160486301371,0.8661175042406373,0.8585477727397259,0.8559829372237724,1.0606087380821918,1.0647550177711895,1.0555613401369863,1.059687734262757,1.0499995280821919,1.0647550177711895,1.0450081001369862,1.059687734262757,0.8484873868493151,0.8458483702069075,0.8382092909589042,0.8357138031900426,1.0575831793150685,1.0617146476661303,1.052535781369863,1.0566473641576974,1.0470067793150686,1.0617146476661303,1.042015351369863,1.0566473641576974,0.8280410150684931,0.8255792361731777,0.8178727391780822,0.8154446691563128,1.0546655105479452,1.0586742775610707,1.04951022260274,1.0536069940526382,1.0441238505479453,1.0586742775610707,1.0390226026027398,1.0536069940526382
2017-06-04,1.10275,1.05045,1.1340000000000001,0.8972570821917809,0.8956924254126766,0.88724130630137,0.8856949002320044,1.0635704206164383,1.0576523333395653,1.0584343326712329,1.0526535707492293,1.0346432906164384,1.0576523333395653,1.0296536426712328,1.0526535707492293,0.8773305754109589,0.8756973750513322,0.867204524520548,0.8656998498706601,1.060441736849315,1.0546530757853638,1.0555240939041095,1.0496543131950276,1.031603516849315,1.0546530757853638,1.0268375439041098,1.0496543131950276,0.8571887486301369,0.8557023246899879,0.8471729727397261,0.8457047995093157,1.0574264530821917,1.051653818231162,1.0523954101369863,1.046655055640826,1.028677143082192,1.051653818231162,1.0237977701369863,1.046655055640826,0.8372622418493151,0.8357072743286436,0.8271361909589041,0.8257097491479714,1.0544111693150684,1.0486545606769604,1.0493801263698628,1.0436557980866241,1.0257507693150685,1.0486545606769604,1.020871396369863,1.0436557980866241,0.8171204150684932,0.8157122239672994,0.8071046391780822,0.805714698786627,1.0515009305479452,1.0456553031227587,1.0463648426027399,1.0406565405324226,1.0229346705479454,1.0456553031227587,1.01794502260274,1.0406565405324226
2017-06-02,1.0671,1.0506,1.1375,0.8909310821917809,0.8872640579676911,0.8809934863013698,0.8773718873800813,1.0401711556164381,1.0475172214869704,1.0351565876712328,1.0425711361931655,1.0310450056164384,1.0475172214869704,1.026076637671233,1.0425711361931655,0.8711609504109589,0.8674797167924715,0.8611166445205478,0.8575875462048614,1.037115176849315,1.0445495703106875,1.0323194189041096,1.0396034850168825,1.028017076849315,1.0445495703106875,1.0232691689041096,1.0396034850168825,0.851179048630137,0.8476953756172517,0.8412414527397261,0.8378032050296418,1.0341729480821917,1.0415819191344045,1.0292634401369862,1.0366358338405994,1.0251028980821917,1.0415819191344045,1.020241240136986,1.0366358338405994,0.8314089168493151,0.8279110344420321,0.8213646109589041,0.8180188638544222,1.0312307193150683,1.0386142679581216,1.0263212113698628,1.0336681826643166,1.0221887193150683,1.0386142679581216,1.0173270613698628,1.0336681826643166,0.811427015068493,0.8081266932668123,0.8014894191780821,0.7982345226792025,1.0283935505479451,1.0356466167818386,1.0233789826027397,1.0307005314880338,1.0193812505479454,1.0356466167818386,1.0144128826027399,1.0307005314880338
2017-06-01,1.0553,1.0715,1.1188,0.8881120821917808,0.8847608553133254,0.8782089063013698,0.874899974758895,1.0315902256164382,1.0445071202950955,1.0266191576712327,1.0395766800178805,1.0405504456164383,1.0445071202950955,1.0355340176712329,1.0395766800178805,0.868412880410959,0.8650390942044648,0.858404174520548,0.8551782136500345,1.028561886849315,1.0415488561287665,1.0238098489041096,1.0366184158515512,1.037494566849315,1.0415488561287665,1.0326955489041096,1.0366184158515512,0.8485009986301371,0.8453173330956042,0.8385978227397259,0.835456452541174,1.0256454280821916,1.0385905919624374,1.0207815101369861,1.0336601516852224,1.0345505680821916,1.0385905919624374,1.029639670136986,1.0336601516852224,0.8288017968493151,0.8255955719867437,0.8187930909589041,0.8157346914323136,1.0227289693150683,1.0356323277961086,1.0178650513698628,1.0307018875188931,1.0316065693150684,1.0356323277961086,1.026695671369863,1.0307018875188931,0.8088899150684932,0.8058738108778832,0.7989867391780822,0.796012930323453,1.0199196605479453,1.0326740636297793,1.0149485926027397,1.027743623352564,1.0287681005479452,1.0326740636297793,1.0237516726027398,1.027743623352564
2017-05-31,1.0926,1.0804,1.1372,0.9042360821917809,0.901915390067425,0.8941320663013699,0.8918400778285684,1.0608772756164384,1.0651354483369004,1.0557528676712327,1.0600977922174721,1.0541294556164384,1.0651354483369004,1.0490392076712327,1.0600977922174721,0.884136090410959,0.881764765589712,0.873922814520548,0.8716894533508555,1.057756006849315,1.0621128546652434,1.0528533589041098,1.057075198545815,1.0510289268493151,1.0621128546652434,1.0461616589041096,1.057075198545815,0.8638187986301369,0.8616141411119991,0.853714782739726,0.8515388288731424,1.0547484580821918,1.0590902609935866,1.0497320901369864,1.0540526048741583,1.0480421180821917,1.0590902609935866,1.0430611301369863,1.0540526048741583,0.8437188068493151,0.8414635166342859,0.8335055309589041,0.8313882043954295,1.0517409093150685,1.0560676673219298,1.046724541369863,1.0510300112025013,1.0450553093150683,1.0560676673219298,1.0400743213698629,1.0510300112025013,0.8234015150684932,0.8213128921565729,0.8132974991780821,0.8112375799177165,1.0488414005479454,1.0530450736502726,1.0437169926027399,1.0480074175308445,1.0421777605479454,1.0530450736502726,1.03708751260274,1.0480074175308445
